center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift
Ses01F_impro04_M022,Ses01F_impro04_M021,Ses01F_impro04_F014,neu,neu,neu,1,8,0
Ses01F_impro04_M023,Ses01F_impro04_M022,pad,neu,neu,pad,1,None,0
Ses01F_impro04_M024,Ses01F_impro04_M023,pad,neu,neu,pad,1,None,0
Ses01F_impro04_M025,Ses01F_impro04_M024,pad,neu,neu,pad,1,None,0
Ses01F_impro04_M026,Ses01F_impro04_M025,pad,neu,neu,pad,1,None,0
Ses01F_impro04_M027,Ses01F_impro04_M026,pad,neu,neu,pad,1,None,0
Ses01F_impro04_M028,Ses01F_impro04_M027,pad,neu,neu,pad,1,None,0
Ses01F_impro04_F028,pad,Ses01F_impro04_M028,ang,pad,neu,None,1,0
Ses01F_impro04_F029,Ses01F_impro04_F028,Ses01F_impro04_M028,ang,ang,neu,1,2,0
Ses01F_impro04_M031,Ses01F_impro04_M028,Ses01F_impro04_F029,neu,neu,ang,3,1,0
Ses01F_impro04_F030,Ses01F_impro04_F029,Ses01F_impro04_M031,ang,ang,neu,2,1,0
Ses01F_impro04_M032,Ses01F_impro04_M031,Ses01F_impro04_F030,neu,neu,ang,2,1,0
Ses01F_impro04_F031,Ses01F_impro04_F030,Ses01F_impro04_M032,ang,ang,neu,2,1,0
Ses01F_impro04_F032,Ses01F_impro04_F031,Ses01F_impro04_M032,ang,ang,neu,1,2,0
Ses01F_impro04_F033,Ses01F_impro04_F032,Ses01F_impro04_M032,ang,ang,neu,1,3,0
Ses01F_impro05_M000,pad,pad,neu,pad,pad,None,None,0
Ses01F_impro05_M001,Ses01F_impro05_M000,pad,hap,neu,pad,1,None,1
Ses01F_impro05_M002,Ses01F_impro05_M001,pad,hap,hap,pad,1,None,0
Ses01F_impro05_M003,Ses01F_impro05_M002,pad,neu,hap,pad,1,None,1
Ses01F_impro05_M004,Ses01F_impro05_M003,pad,neu,neu,pad,1,None,0
Ses01F_impro05_M005,Ses01F_impro05_M004,pad,neu,neu,pad,1,None,0
Ses01F_impro05_M006,Ses01F_impro05_M005,pad,neu,neu,pad,1,None,0
Ses01F_impro05_M007,Ses01F_impro05_M006,pad,neu,neu,pad,1,None,0
Ses01F_impro05_F008,pad,Ses01F_impro05_M007,ang,pad,neu,None,1,0
Ses01F_impro05_M008,Ses01F_impro05_M007,Ses01F_impro05_F008,neu,neu,ang,2,1,0
Ses01F_impro05_F009,Ses01F_impro05_F008,Ses01F_impro05_M008,ang,ang,neu,2,1,0
Ses01F_impro05_M009,Ses01F_impro05_M008,Ses01F_impro05_F009,neu,neu,ang,2,1,0
Ses01F_impro05_M010,Ses01F_impro05_M009,Ses01F_impro05_F009,neu,neu,ang,1,2,0
Ses01F_impro05_M011,Ses01F_impro05_M010,Ses01F_impro05_F009,neu,neu,ang,1,3,0
Ses01F_impro05_M012,Ses01F_impro05_M011,Ses01F_impro05_F009,neu,neu,ang,1,4,0
Ses01F_impro05_M013,Ses01F_impro05_M012,Ses01F_impro05_F009,neu,neu,ang,1,5,0
Ses01F_impro05_F011,Ses01F_impro05_F009,Ses01F_impro05_M013,ang,ang,neu,6,1,0
Ses01F_impro05_M014,Ses01F_impro05_M013,Ses01F_impro05_F011,neu,neu,ang,2,1,0
Ses01F_impro05_F012,Ses01F_impro05_F011,Ses01F_impro05_M014,ang,ang,neu,2,1,0
Ses01F_impro05_M015,Ses01F_impro05_M014,Ses01F_impro05_F012,neu,neu,ang,2,1,0
Ses01F_impro05_M016,Ses01F_impro05_M015,Ses01F_impro05_F012,neu,neu,ang,1,2,0
Ses01F_impro05_M017,Ses01F_impro05_M016,Ses01F_impro05_F012,neu,neu,ang,1,3,0
Ses01F_impro05_F014,Ses01F_impro05_F012,Ses01F_impro05_M017,ang,ang,neu,4,1,0
Ses01F_impro05_F015,Ses01F_impro05_F014,Ses01F_impro05_M017,ang,ang,neu,1,2,0
Ses01F_impro05_M019,Ses01F_impro05_M017,Ses01F_impro05_F015,neu,neu,ang,3,1,0
Ses01F_impro05_M020,Ses01F_impro05_M019,Ses01F_impro05_F015,neu,neu,ang,1,2,0
Ses01F_impro05_F016,Ses01F_impro05_F015,Ses01F_impro05_M020,ang,ang,neu,3,1,0
Ses01F_impro05_F017,Ses01F_impro05_F016,Ses01F_impro05_M020,ang,ang,neu,1,2,0
Ses01F_impro05_M022,Ses01F_impro05_M020,Ses01F_impro05_F017,neu,neu,ang,3,1,0
Ses01F_impro05_M023,Ses01F_impro05_M022,Ses01F_impro05_F017,neu,neu,ang,1,2,0
Ses01F_impro05_F018,Ses01F_impro05_F017,Ses01F_impro05_M023,ang,ang,neu,3,1,0
Ses01F_impro05_F019,Ses01F_impro05_F018,Ses01F_impro05_M023,ang,ang,neu,1,2,0
Ses01F_impro05_M024,Ses01F_impro05_M023,Ses01F_impro05_F019,neu,neu,ang,3,1,0
Ses01F_impro05_F020,Ses01F_impro05_F019,Ses01F_impro05_M024,ang,ang,neu,2,1,0
Ses01F_impro05_M025,Ses01F_impro05_M024,Ses01F_impro05_F020,neu,neu,ang,2,1,0
Ses01F_impro05_M026,Ses01F_impro05_M025,Ses01F_impro05_F020,neu,neu,ang,1,2,0
Ses01F_impro05_F021,Ses01F_impro05_F020,Ses01F_impro05_M026,ang,ang,neu,3,1,0
Ses01F_impro05_M027,Ses01F_impro05_M026,Ses01F_impro05_F021,neu,neu,ang,2,1,0
Ses01F_impro05_F022,Ses01F_impro05_F021,Ses01F_impro05_M027,ang,ang,neu,2,1,0
Ses01F_impro05_M028,Ses01F_impro05_M027,Ses01F_impro05_F022,neu,neu,ang,2,1,0
Ses01F_impro05_F023,Ses01F_impro05_F022,Ses01F_impro05_M028,ang,ang,neu,2,1,0
Ses01F_impro05_F024,Ses01F_impro05_F023,Ses01F_impro05_M028,ang,ang,neu,1,2,0
Ses01F_impro05_M029,Ses01F_impro05_M028,Ses01F_impro05_F024,neu,neu,ang,3,1,0
Ses01F_impro05_F025,Ses01F_impro05_F024,Ses01F_impro05_M029,ang,ang,neu,2,1,0
Ses01F_impro05_M030,Ses01F_impro05_M029,Ses01F_impro05_F025,neu,neu,ang,2,1,0
Ses01F_impro05_F026,Ses01F_impro05_F025,Ses01F_impro05_M030,ang,ang,neu,2,1,0
Ses01F_impro05_M031,Ses01F_impro05_M030,Ses01F_impro05_F026,neu,neu,ang,2,1,0
Ses01F_impro05_F028,Ses01F_impro05_F026,Ses01F_impro05_M031,ang,ang,neu,2,1,0
Ses01F_impro05_F029,Ses01F_impro05_F028,Ses01F_impro05_M031,ang,ang,neu,1,2,0
Ses01F_impro05_M034,Ses01F_impro05_M031,Ses01F_impro05_F029,neu,neu,ang,3,1,0
Ses01F_impro05_F030,Ses01F_impro05_F029,Ses01F_impro05_M034,ang,ang,neu,2,1,0
Ses01F_impro05_M035,Ses01F_impro05_M034,Ses01F_impro05_F030,neu,neu,ang,2,1,0
Ses01F_impro06_M000,pad,pad,sad,pad,pad,None,None,0
Ses01F_impro06_M001,Ses01F_impro06_M000,pad,neu,sad,pad,1,None,1
Ses01F_impro06_M002,Ses01F_impro06_M001,pad,neu,neu,pad,1,None,0
Ses01F_impro06_F002,pad,Ses01F_impro06_M002,sad,pad,neu,None,1,0
Ses01F_impro06_M003,Ses01F_impro06_M002,Ses01F_impro06_F002,sad,neu,sad,2,1,1
Ses01F_impro06_F003,Ses01F_impro06_F002,Ses01F_impro06_M003,neu,sad,sad,2,1,1
Ses01F_impro06_F004,Ses01F_impro06_F003,Ses01F_impro06_M003,neu,neu,sad,1,2,0
Ses01F_impro06_F005,Ses01F_impro06_F004,Ses01F_impro06_M003,sad,neu,sad,1,3,1
Ses01F_impro06_F006,Ses01F_impro06_F005,Ses01F_impro06_M003,sad,sad,sad,1,4,0
Ses01F_impro06_M004,Ses01F_impro06_M003,Ses01F_impro06_F006,neu,sad,sad,5,1,1
Ses01F_impro06_F007,Ses01F_impro06_F006,Ses01F_impro06_M004,sad,sad,neu,2,1,0
Ses01F_impro06_F008,Ses01F_impro06_F007,Ses01F_impro06_M004,sad,sad,neu,1,2,0
Ses01F_impro06_F009,Ses01F_impro06_F008,Ses01F_impro06_M004,neu,sad,neu,1,3,1
Ses01F_impro06_M005,Ses01F_impro06_M004,Ses01F_impro06_F009,neu,neu,neu,4,1,0
Ses01F_impro06_F010,Ses01F_impro06_F009,Ses01F_impro06_M005,sad,neu,neu,2,1,1
Ses01F_impro06_F011,Ses01F_impro06_F010,Ses01F_impro06_M005,sad,sad,neu,1,2,0
Ses01F_impro06_M006,Ses01F_impro06_M005,Ses01F_impro06_F011,neu,neu,sad,3,1,0
Ses01F_impro06_F012,Ses01F_impro06_F011,Ses01F_impro06_M006,sad,sad,neu,2,1,0
Ses01F_impro06_M007,Ses01F_impro06_M006,Ses01F_impro06_F012,sad,neu,sad,2,1,1
Ses01F_impro06_F013,Ses01F_impro06_F012,Ses01F_impro06_M007,sad,sad,sad,2,1,0
Ses01F_impro06_M008,Ses01F_impro06_M007,Ses01F_impro06_F013,neu,sad,sad,2,1,1
Ses01F_impro06_F014,Ses01F_impro06_F013,Ses01F_impro06_M008,sad,sad,neu,2,1,0
Ses01F_impro06_M009,Ses01F_impro06_M008,Ses01F_impro06_F014,neu,neu,sad,2,1,0
Ses01F_impro06_F015,Ses01F_impro06_F014,Ses01F_impro06_M009,sad,sad,neu,2,1,0
Ses01F_impro06_F016,Ses01F_impro06_F015,Ses01F_impro06_M009,neu,sad,neu,1,2,1
Ses01F_impro06_M010,Ses01F_impro06_M009,Ses01F_impro06_F016,neu,neu,neu,3,1,0
Ses01F_impro06_M011,Ses01F_impro06_M010,Ses01F_impro06_F016,neu,neu,neu,1,2,0
Ses01F_impro06_M012,Ses01F_impro06_M011,Ses01F_impro06_F016,neu,neu,neu,1,3,0
Ses01F_impro06_F018,Ses01F_impro06_F016,Ses01F_impro06_M012,neu,neu,neu,4,1,0
Ses01F_impro06_M013,Ses01F_impro06_M012,Ses01F_impro06_F018,neu,neu,neu,2,1,0
Ses01F_impro06_F019,Ses01F_impro06_F018,Ses01F_impro06_M013,neu,neu,neu,2,1,0
Ses01F_impro06_F020,Ses01F_impro06_F019,Ses01F_impro06_M013,sad,neu,neu,1,2,1
Ses01F_impro06_F021,Ses01F_impro06_F020,Ses01F_impro06_M013,sad,sad,neu,1,3,0
Ses01F_impro06_F022,Ses01F_impro06_F021,Ses01F_impro06_M013,sad,sad,neu,1,4,0
Ses01F_impro06_M014,Ses01F_impro06_M013,Ses01F_impro06_F022,neu,neu,sad,5,1,0
Ses01F_impro06_F023,Ses01F_impro06_F022,Ses01F_impro06_M014,sad,sad,neu,2,1,0
Ses01F_impro06_F024,Ses01F_impro06_F023,Ses01F_impro06_M014,sad,sad,neu,1,2,0
Ses01F_impro06_F025,Ses01F_impro06_F024,Ses01F_impro06_M014,sad,sad,neu,1,3,0
Ses01F_impro06_M015,Ses01F_impro06_M014,Ses01F_impro06_F025,neu,neu,sad,4,1,0
Ses01F_impro06_M016,Ses01F_impro06_M015,Ses01F_impro06_F025,neu,neu,sad,1,2,0
Ses01F_impro06_F026,Ses01F_impro06_F025,Ses01F_impro06_M016,sad,sad,neu,3,1,0
Ses01F_impro06_F027,Ses01F_impro06_F026,Ses01F_impro06_M016,neu,sad,neu,1,2,1
Ses01F_impro06_F028,Ses01F_impro06_F027,Ses01F_impro06_M016,sad,neu,neu,1,3,1
Ses01F_impro07_M000,pad,pad,hap,pad,pad,None,None,0
Ses01F_impro07_F000,pad,Ses01F_impro07_M000,hap,pad,hap,None,1,0
Ses01F_impro07_M001,Ses01F_impro07_M000,Ses01F_impro07_F000,hap,hap,hap,2,1,0
Ses01F_impro07_M002,Ses01F_impro07_M001,Ses01F_impro07_F000,hap,hap,hap,1,2,0
Ses01F_impro07_F002,Ses01F_impro07_F000,Ses01F_impro07_M002,hap,hap,hap,3,1,0
Ses01F_impro07_M003,Ses01F_impro07_M002,Ses01F_impro07_F002,hap,hap,hap,2,1,0
Ses01F_impro07_M004,Ses01F_impro07_M003,Ses01F_impro07_F002,hap,hap,hap,1,2,0
Ses01F_impro07_F003,Ses01F_impro07_F002,Ses01F_impro07_M004,hap,hap,hap,3,1,0
Ses01F_impro07_F004,Ses01F_impro07_F003,Ses01F_impro07_M004,hap,hap,hap,1,2,0
Ses01F_impro07_M005,Ses01F_impro07_M004,Ses01F_impro07_F004,hap,hap,hap,3,1,0
Ses01F_impro07_F005,Ses01F_impro07_F004,Ses01F_impro07_M005,hap,hap,hap,2,1,0
Ses01F_impro07_M006,Ses01F_impro07_M005,Ses01F_impro07_F005,hap,hap,hap,2,1,0
Ses01F_impro07_M007,Ses01F_impro07_M006,Ses01F_impro07_F005,hap,hap,hap,1,2,0
Ses01F_impro07_M008,Ses01F_impro07_M007,Ses01F_impro07_F005,hap,hap,hap,1,3,0
Ses01F_impro07_M009,Ses01F_impro07_M008,Ses01F_impro07_F005,hap,hap,hap,1,4,0
Ses01F_impro07_F009,Ses01F_impro07_F005,Ses01F_impro07_M009,hap,hap,hap,5,1,0
Ses01F_impro07_M012,Ses01F_impro07_M009,Ses01F_impro07_F009,neu,hap,hap,2,1,1
Ses01F_impro07_F010,Ses01F_impro07_F009,Ses01F_impro07_M012,hap,hap,neu,2,1,0
Ses01F_impro07_M013,Ses01F_impro07_M012,Ses01F_impro07_F010,neu,neu,hap,2,1,0
Ses01F_impro07_M014,Ses01F_impro07_M013,Ses01F_impro07_F010,hap,neu,hap,1,2,1
Ses01F_impro07_F012,Ses01F_impro07_F010,Ses01F_impro07_M014,hap,hap,hap,3,1,0
Ses01F_impro07_M015,Ses01F_impro07_M014,Ses01F_impro07_F012,hap,hap,hap,2,1,0
Ses01F_impro07_F013,Ses01F_impro07_F012,Ses01F_impro07_M015,hap,hap,hap,2,1,0
Ses01F_impro07_M017,Ses01F_impro07_M015,Ses01F_impro07_F013,hap,hap,hap,2,1,0
Ses01F_impro07_M018,Ses01F_impro07_M017,Ses01F_impro07_F013,neu,hap,hap,1,2,1
Ses01F_impro07_M019,Ses01F_impro07_M018,Ses01F_impro07_F013,hap,neu,hap,1,3,1
Ses01F_impro07_F016,Ses01F_impro07_F013,Ses01F_impro07_M019,hap,hap,hap,4,1,0
Ses01F_script01_1_M000,pad,pad,neu,pad,pad,None,None,0
Ses01F_script01_1_M001,Ses01F_script01_1_M000,pad,neu,neu,pad,1,None,0
Ses01F_script01_1_M002,Ses01F_script01_1_M001,pad,neu,neu,pad,1,None,0
Ses01F_script01_1_M003,Ses01F_script01_1_M002,pad,neu,neu,pad,1,None,0
Ses01F_script01_1_F005,pad,Ses01F_script01_1_M003,neu,pad,neu,None,1,0
Ses01F_script01_1_M004,Ses01F_script01_1_M003,Ses01F_script01_1_F005,neu,neu,neu,2,1,0
Ses01F_script01_1_M007,Ses01F_script01_1_M004,Ses01F_script01_1_F005,neu,neu,neu,1,2,0
Ses01F_script01_1_M010,Ses01F_script01_1_M007,Ses01F_script01_1_F005,neu,neu,neu,1,3,0
Ses01F_script01_1_M012,Ses01F_script01_1_M010,Ses01F_script01_1_F005,neu,neu,neu,1,4,0
Ses01F_script01_1_M014,Ses01F_script01_1_M012,Ses01F_script01_1_F005,neu,neu,neu,1,5,0
Ses01F_script01_1_F015,Ses01F_script01_1_F005,Ses01F_script01_1_M014,neu,neu,neu,6,1,0
Ses01F_script01_1_M015,Ses01F_script01_1_M014,Ses01F_script01_1_F015,neu,neu,neu,2,1,0
Ses01F_script01_1_M016,Ses01F_script01_1_M015,Ses01F_script01_1_F015,neu,neu,neu,1,2,0
Ses01F_script01_1_M017,Ses01F_script01_1_M016,Ses01F_script01_1_F015,neu,neu,neu,1,3,0
Ses01F_script01_1_M019,Ses01F_script01_1_M017,Ses01F_script01_1_F015,ang,neu,neu,1,4,1
Ses01F_script01_1_M023,Ses01F_script01_1_M019,Ses01F_script01_1_F015,neu,ang,neu,1,5,1
Ses01F_script01_1_M024,Ses01F_script01_1_M023,Ses01F_script01_1_F015,neu,neu,neu,1,6,0
Ses01F_script01_1_M025,Ses01F_script01_1_M024,Ses01F_script01_1_F015,neu,neu,neu,1,7,0
Ses01F_script01_1_F034,Ses01F_script01_1_F015,Ses01F_script01_1_M025,neu,neu,neu,8,1,0
Ses01F_script01_1_F035,Ses01F_script01_1_F034,Ses01F_script01_1_M025,ang,neu,neu,1,2,1
Ses01F_script01_1_M034,Ses01F_script01_1_M025,Ses01F_script01_1_F035,neu,neu,ang,3,1,0
Ses01F_script01_1_F037,Ses01F_script01_1_F035,Ses01F_script01_1_M034,ang,ang,neu,2,1,0
Ses01F_script01_1_F038,Ses01F_script01_1_F037,Ses01F_script01_1_M034,ang,ang,neu,1,2,0
Ses01F_script01_1_M039,Ses01F_script01_1_M034,Ses01F_script01_1_F038,neu,neu,ang,3,1,0
