center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,cosine_similarity,kl_divergence,earth_mover_dist
Ses01_angry_01_B_019,Ses01_angry_01_B_018,Ses01_angry_01_A_014,Anger,Neutral,Anger,1,5,1,0.6229593753814697,0.13678188621997833,0.3969733864068985
Ses01_angry_01_A_020,Ses01_angry_01_A_014,Ses01_angry_01_B_019,Neutral,Anger,Anger,6,1,1,0.920673131942749,0.02629382163286209,0.1302431896328926
Ses01_angry_01_A_021,Ses01_angry_01_A_020,Ses01_angry_01_B_019,Anger,Neutral,Anger,1,2,1,0.8931236267089844,0.008863777853548527,0.40761061012744904
Ses01_angry_01_B_022,Ses01_angry_01_B_019,Ses01_angry_01_A_021,Anger,Anger,Anger,3,1,0,0.9060603380203247,0.041144922375679016,0.25700775533914566
Ses01_angry_01_A_023,Ses01_angry_01_A_021,Ses01_angry_01_B_022,Anger,Anger,Anger,2,1,0,0.7653913497924805,0.06760697811841965,0.21557552367448807
Ses01_angry_01_B_024,Ses01_angry_01_B_022,Ses01_angry_01_A_023,Anger,Anger,Anger,2,1,0,0.009134560823440552,0.4461107850074768,0.18515630811452866
Ses01_angry_01_B_025,Ses01_angry_01_B_024,Ses01_angry_01_A_023,Anger,Anger,Anger,1,2,0,0.7926690578460693,0.09401331841945648,0.3128475770354271
Ses01_angry_01_A_026,Ses01_angry_01_A_023,Ses01_angry_01_B_025,Anger,Anger,Anger,3,1,0,0.8134872317314148,0.08915096521377563,0.3577258288860321
Ses01_angry_01_A_027,Ses01_angry_01_A_026,Ses01_angry_01_B_025,Anger,Anger,Anger,1,2,0,-0.03210633993148804,0.42616522312164307,0.8914029523730278
Ses01_angry_01_A_028,Ses01_angry_01_A_027,Ses01_angry_01_B_025,Anger,Anger,Anger,1,3,0,0.7657971978187561,0.019177230075001717,0.26332123577594757
Ses01_angry_02_B_001,pad,pad,Happiness,pad,pad,None,None,0,1.0,0.0,0.0
Ses01_angry_02_B_002,Ses01_angry_02_B_001,pad,Happiness,Happiness,pad,1,None,0,0.9507457613945007,0.05631493777036667,0.3901468273252249
Ses01_angry_02_B_003,Ses01_angry_02_B_002,pad,Happiness,Happiness,pad,1,None,0,-0.371685266494751,0.4075612425804138,0.43109372071921825
Ses01_angry_02_B_004,Ses01_angry_02_B_003,pad,Happiness,Happiness,pad,1,None,0,0.5750736594200134,0.23125523328781128,0.40448778308928013
Ses01_angry_02_A_005,pad,Ses01_angry_02_B_004,Neutral,pad,Happiness,None,1,0,1.0,0.0,0.0
Ses01_angry_02_B_006,Ses01_angry_02_B_004,Ses01_angry_02_A_005,Happiness,Happiness,Neutral,2,1,0,0.4614461064338684,0.3653107285499573,0.4019537642598152
Ses01_angry_02_B_007,Ses01_angry_02_B_006,Ses01_angry_02_A_005,Happiness,Happiness,Neutral,1,2,0,0.569179117679596,0.31035736203193665,0.32954590022563934
Ses01_angry_02_B_008,Ses01_angry_02_B_007,Ses01_angry_02_A_005,Happiness,Happiness,Neutral,1,3,0,0.4839395582675934,0.28057602047920227,0.19506456516683102
Ses01_angry_02_A_009,Ses01_angry_02_A_005,Ses01_angry_02_B_008,Happiness,Neutral,Happiness,4,1,1,0.6741187572479248,0.12224020063877106,0.46651602536439896
Ses01_angry_02_A_010,Ses01_angry_02_A_009,Ses01_angry_02_B_008,Happiness,Happiness,Happiness,1,2,0,0.6748980283737183,0.03390651196241379,0.360336035490036
Ses01_angry_02_A_011,Ses01_angry_02_A_010,Ses01_angry_02_B_008,Neutral,Happiness,Happiness,1,3,1,0.6392595767974854,0.13501238822937012,0.3304292932152748
Ses01_angry_02_B_012,Ses01_angry_02_B_008,Ses01_angry_02_A_011,Happiness,Happiness,Neutral,4,1,0,0.8744913935661316,0.12610465288162231,0.3566207382827997
Ses01_angry_02_B_013,Ses01_angry_02_B_012,Ses01_angry_02_A_011,Happiness,Happiness,Neutral,1,2,0,0.5783115029335022,0.48038938641548157,0.5326851382851601
Ses01_angry_02_B_014,Ses01_angry_02_B_013,Ses01_angry_02_A_011,Neutral,Happiness,Neutral,1,3,1,0.9944146871566772,0.009318791329860687,0.2586483731865883
Ses01_angry_02_A_015,Ses01_angry_02_A_011,Ses01_angry_02_B_014,Neutral,Neutral,Neutral,4,1,0,0.6465877890586853,0.22217392921447754,0.5230255387723446
Ses01_angry_02_B_016,Ses01_angry_02_B_014,Ses01_angry_02_A_015,Neutral,Neutral,Neutral,2,1,0,0.9478331208229065,0.07095493376255035,0.23074355721473694
Ses01_angry_02_A_017,Ses01_angry_02_A_015,Ses01_angry_02_B_016,Neutral,Neutral,Neutral,2,1,0,0.8130379915237427,0.13225138187408447,0.681513886898756
Ses01_angry_02_B_018,Ses01_angry_02_B_016,Ses01_angry_02_A_017,Neutral,Neutral,Neutral,2,1,0,0.04880106449127197,0.409280925989151,0.33316878974437714
Ses01_angry_02_A_019,Ses01_angry_02_A_017,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,2,1,0,-0.8147989511489868,1.4133554697036743,0.7991674393415451
Ses01_angry_02_A_020,Ses01_angry_02_A_019,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,2,0,0.5782949328422546,0.1148727536201477,0.3334271889179945
Ses01_angry_02_A_021,Ses01_angry_02_A_020,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,3,0,0.47857311367988586,0.1447007805109024,0.3576421495527029
Ses01_angry_02_A_023,Ses01_angry_02_A_021,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,4,0,-0.10280176997184753,0.41827669739723206,0.21179158985614777
Ses01_angry_02_A_024,Ses01_angry_02_A_023,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,5,0,0.7457104325294495,0.11011642217636108,0.22196536138653755
Ses01_angry_02_A_025,Ses01_angry_02_A_024,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,6,0,0.43344736099243164,0.3913699984550476,0.5444114096462727
Ses01_angry_02_A_027,Ses01_angry_02_A_025,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,7,0,-0.017392359673976898,0.5270552039146423,0.6450618654489517
Ses01_angry_02_A_028,Ses01_angry_02_A_027,Ses01_angry_02_B_018,Neutral,Neutral,Neutral,1,8,0,0.9360674619674683,0.019633382558822632,0.25028293021023273
Ses01_angry_02_A_029,Ses01_angry_02_A_028,pad,Neutral,Neutral,pad,1,None,0,0.9295620322227478,0.03192843869328499,0.2763291746377945
Ses01_angry_02_B_030,pad,Ses01_angry_02_A_029,Anger,pad,Neutral,None,1,0,1.0,0.0,0.0
Ses01_angry_02_A_031,Ses01_angry_02_A_029,Ses01_angry_02_B_030,Happiness,Neutral,Anger,2,1,1,-0.5074056386947632,0.9676411151885986,0.5438543725758791
Ses01_angry_02_A_033,Ses01_angry_02_A_031,Ses01_angry_02_B_030,Anger,Happiness,Anger,1,2,1,0.7397421598434448,0.06806834042072296,0.3400131165981293
Ses01_angry_02_B_034,Ses01_angry_02_B_030,Ses01_angry_02_A_033,Anger,Anger,Anger,3,1,0,-0.4693147838115692,0.20775562524795532,0.47348086535930634
Ses01_angry_02_A_035,Ses01_angry_02_A_033,Ses01_angry_02_B_034,Anger,Anger,Anger,2,1,0,0.8331118822097778,0.018457507714629173,0.351565457880497
Ses01_angry_02_B_036,Ses01_angry_02_B_034,Ses01_angry_02_A_035,Anger,Anger,Anger,2,1,0,-0.9846558570861816,1.5138332843780518,1.0151520520448685
Ses01_angry_02_A_037,Ses01_angry_02_A_035,Ses01_angry_02_B_036,Happiness,Anger,Anger,2,1,1,0.6496613025665283,0.19593410193920135,0.5241074785590172
Ses01_angry_02_B_038,Ses01_angry_02_B_036,Ses01_angry_02_A_037,Anger,Anger,Happiness,2,1,0,0.6041574478149414,0.5230429172515869,0.7919538412243128
Ses01_angry_02_A_039,Ses01_angry_02_A_037,Ses01_angry_02_B_038,Anger,Happiness,Anger,2,1,1,-0.1892516016960144,1.1252648830413818,0.6120363995432854
Ses01_angry_02_B_040,Ses01_angry_02_B_038,Ses01_angry_02_A_039,Anger,Anger,Anger,2,1,0,-0.24337953329086304,0.32506731152534485,0.22703955695033073
Ses01_angry_02_A_041,Ses01_angry_02_A_039,Ses01_angry_02_B_040,Neutral,Anger,Anger,2,1,1,0.8985688090324402,0.054008785635232925,0.3338065706193447
Ses01_angry_02_B_042,Ses01_angry_02_B_040,Ses01_angry_02_A_041,Neutral,Anger,Neutral,2,1,1,0.5843768119812012,0.15229415893554688,0.24580175802111626
Ses01_angry_02_A_043,Ses01_angry_02_A_041,Ses01_angry_02_B_042,Neutral,Neutral,Neutral,2,1,0,0.15009567141532898,0.23777760565280914,0.553197842091322
Ses01_angry_02_B_044,Ses01_angry_02_B_042,Ses01_angry_02_A_043,Happiness,Neutral,Neutral,2,1,1,0.8800120949745178,0.049768880009651184,0.24838057346642017
Ses01_angry_02_B_047,Ses01_angry_02_B_044,Ses01_angry_02_A_043,Happiness,Happiness,Neutral,1,2,0,0.9065134525299072,0.03837928920984268,0.30443614162504673
Ses01_angry_02_A_048,Ses01_angry_02_A_043,Ses01_angry_02_B_047,Happiness,Neutral,Happiness,3,1,1,0.43933895230293274,0.17450366914272308,0.7366971969604492
Ses01_angry_02_B_049,Ses01_angry_02_B_047,Ses01_angry_02_A_048,Neutral,Happiness,Happiness,2,1,1,0.5017945766448975,0.13043585419654846,0.3183844294399023
Ses01_angry_02_B_051,Ses01_angry_02_B_049,Ses01_angry_02_A_048,Neutral,Neutral,Happiness,1,2,0,0.5251705646514893,0.18073371052742004,0.22603499703109264
Ses01_angry_02_A_052,Ses01_angry_02_A_048,Ses01_angry_02_B_051,Neutral,Happiness,Neutral,3,1,1,0.5867527723312378,0.21176862716674805,0.36115826666355133
Ses01_angry_02_B_053,Ses01_angry_02_B_051,Ses01_angry_02_A_052,Neutral,Neutral,Neutral,2,1,0,0.8500210046768188,0.046960148960351944,0.20112145878374577
Ses01_angry_02_A_054,Ses01_angry_02_A_052,Ses01_angry_02_B_053,Neutral,Neutral,Neutral,2,1,0,0.3201184868812561,0.23246681690216064,0.29066484421491623
Ses01_angry_02_B_055,Ses01_angry_02_B_053,Ses01_angry_02_A_054,Neutral,Neutral,Neutral,2,1,0,0.9677879810333252,0.029819224029779434,0.26198485493659973
Ses01_angry_02_A_056,Ses01_angry_02_A_054,Ses01_angry_02_B_055,Neutral,Neutral,Neutral,2,1,0,0.92681884765625,0.004408884793519974,0.30169402062892914
Ses01_angry_02_B_057,Ses01_angry_02_B_055,Ses01_angry_02_A_056,Happiness,Neutral,Neutral,2,1,1,0.5816336274147034,0.14317147433757782,0.5132156256586313
Ses01_angry_02_A_058,Ses01_angry_02_A_056,Ses01_angry_02_B_057,Happiness,Neutral,Happiness,2,1,1,0.8608984351158142,0.08231979608535767,0.42529454082250595
Ses01_angry_02_A_059,Ses01_angry_02_A_058,Ses01_angry_02_B_057,Happiness,Happiness,Happiness,1,2,0,0.08970332145690918,0.4704011380672455,0.8126714136451483
Ses01_angry_02_A_060,Ses01_angry_02_A_059,Ses01_angry_02_B_057,Happiness,Happiness,Happiness,1,3,0,0.7493748664855957,0.15616822242736816,0.568496024236083
Ses01_angry_02_A_061,Ses01_angry_02_A_060,Ses01_angry_02_B_057,Happiness,Happiness,Happiness,1,4,0,0.8120182752609253,0.12125896662473679,0.45074203610420227
Ses01_angry_02_B_062,Ses01_angry_02_B_057,Ses01_angry_02_A_061,Neutral,Happiness,Happiness,5,1,1,0.2736855149269104,0.2754995822906494,0.4886594656854868
Ses01_angry_02_B_066,Ses01_angry_02_B_062,Ses01_angry_02_A_061,Anger,Neutral,Happiness,1,2,1,-0.5623980164527893,1.3205516338348389,0.2600820902734995
Ses01_angry_02_B_068,Ses01_angry_02_B_066,Ses01_angry_02_A_061,Anger,Anger,Happiness,1,3,0,-0.670982837677002,0.7504637837409973,0.269961716607213
Ses01_angry_02_A_069,Ses01_angry_02_A_061,Ses01_angry_02_B_068,Anger,Happiness,Anger,4,1,1,0.9061520099639893,0.026198245584964752,0.2414918038994074
Ses01_angry_02_B_070,Ses01_angry_02_B_068,Ses01_angry_02_A_069,Anger,Anger,Anger,2,1,0,0.4446464478969574,0.16658544540405273,0.23377481289207935
Ses01_angry_02_A_071,Ses01_angry_02_A_069,Ses01_angry_02_B_070,Anger,Anger,Anger,2,1,0,0.7330427169799805,0.07847372442483902,0.25468343682587147
Ses01_angry_02_B_072,Ses01_angry_02_B_070,Ses01_angry_02_A_071,Anger,Anger,Anger,2,1,0,0.6188016533851624,0.3658177852630615,0.6468330565840006
Ses01_angry_02_A_073,Ses01_angry_02_A_071,Ses01_angry_02_B_072,Anger,Anger,Anger,2,1,0,0.5547463893890381,0.22188398241996765,0.4903362989425659
Ses01_angry_02_B_074,Ses01_angry_02_B_072,Ses01_angry_02_A_073,Anger,Anger,Anger,2,1,0,0.9025794863700867,0.05454697459936142,0.42866726219654083
Ses01_angry_02_B_075,Ses01_angry_02_B_074,Ses01_angry_02_A_073,Anger,Anger,Anger,1,2,0,0.8878493905067444,0.18511629104614258,0.4510353486984968
Ses01_angry_02_A_076,Ses01_angry_02_A_073,Ses01_angry_02_B_075,Anger,Anger,Anger,3,1,0,0.4840599298477173,0.515405535697937,0.4769429937005043
Ses01_angry_02_B_077,Ses01_angry_02_B_075,Ses01_angry_02_A_076,Anger,Anger,Anger,2,1,0,0.13333871960639954,0.33588501811027527,0.10611750558018684
Ses01_angry_02_A_078,Ses01_angry_02_A_076,Ses01_angry_02_B_077,Anger,Anger,Anger,2,1,0,0.36659055948257446,0.1704244762659073,0.28814002871513367
Ses01_angry_02_B_079,Ses01_angry_02_B_077,Ses01_angry_02_A_078,Anger,Anger,Anger,2,1,0,0.7982180714607239,0.08343172818422318,0.13197871670126915
Ses01_angry_02_B_080,Ses01_angry_02_B_079,Ses01_angry_02_A_078,Anger,Anger,Anger,1,2,0,0.6584154963493347,0.1129140630364418,0.1186974048614502
Ses01_angry_02_A_081,Ses01_angry_02_A_078,Ses01_angry_02_B_080,Anger,Anger,Anger,3,1,0,0.9257862567901611,0.03080793470144272,0.23667283356189728
Ses01_angry_02_B_082,Ses01_angry_02_B_080,Ses01_angry_02_A_081,Anger,Anger,Anger,2,1,0,0.823049008846283,0.16280870139598846,0.4665279444307089
Ses01_angry_02_A_083,Ses01_angry_02_A_081,Ses01_angry_02_B_082,Anger,Anger,Anger,2,1,0,0.6108524203300476,0.3306230902671814,0.2655872479081154
Ses01_angry_02_B_084,Ses01_angry_02_B_082,Ses01_angry_02_A_083,Anger,Anger,Anger,2,1,0,0.9217708110809326,0.021324366331100464,0.3452427927404642
Ses01_angry_02_A_085,Ses01_angry_02_A_083,Ses01_angry_02_B_084,Anger,Anger,Anger,2,1,0,0.5237151384353638,0.1850682497024536,0.1957727801054716
Ses01_angry_02_B_087,Ses01_angry_02_B_084,Ses01_angry_02_A_085,Anger,Anger,Anger,2,1,0,-0.25390902161598206,0.6324189901351929,0.3974364958703518
Ses01_angry_02_A_088,Ses01_angry_02_A_085,Ses01_angry_02_B_087,Anger,Anger,Anger,2,1,0,-0.45169079303741455,1.1145591735839844,0.3296628277748823
Ses01_angry_02_B_089,Ses01_angry_02_B_087,Ses01_angry_02_A_088,Anger,Anger,Anger,2,1,0,0.46330681443214417,0.2239961475133896,0.37665954045951366
Ses01_angry_02_B_090,Ses01_angry_02_B_089,Ses01_angry_02_A_088,Anger,Anger,Anger,1,2,0,0.6220898628234863,0.2272716760635376,0.22415604442358017
Ses01_angry_02_A_092,Ses01_angry_02_A_088,Ses01_angry_02_B_090,Anger,Anger,Anger,3,1,0,0.15030542016029358,0.3552212119102478,0.2088505830615759
Ses01_angry_02_A_093,Ses01_angry_02_A_092,Ses01_angry_02_B_090,Anger,Anger,Anger,1,2,0,0.2093857228755951,0.22884389758110046,0.43793192692101
Ses01_angry_02_B_094,Ses01_angry_02_B_090,Ses01_angry_02_A_093,Anger,Anger,Anger,3,1,0,-0.25052833557128906,0.5640847086906433,0.6333006396889687
Ses01_angry_02_A_095,Ses01_angry_02_A_093,Ses01_angry_02_B_094,Anger,Anger,Anger,2,1,0,0.8331133723258972,0.13583482801914215,0.35806331038475037
Ses01_angry_02_B_096,Ses01_angry_02_B_094,Ses01_angry_02_A_095,Anger,Anger,Anger,2,1,0,0.5265387892723083,0.27533158659935,0.5696587711572647
Ses01_angry_02_A_097,Ses01_angry_02_A_095,Ses01_angry_02_B_096,Anger,Anger,Anger,2,1,0,0.94737708568573,0.06019536033272743,0.30778306536376476
Ses01_angry_02_A_098,Ses01_angry_02_A_097,Ses01_angry_02_B_096,Anger,Anger,Anger,1,2,0,0.9793509244918823,0.013659724965691566,0.105698112398386
Ses01_angry_02_A_099,Ses01_angry_02_A_098,Ses01_angry_02_B_096,Anger,Anger,Anger,1,3,0,0.9768092632293701,0.022124066948890686,0.12798212096095085
Ses01_angry_02_A_100,Ses01_angry_02_A_099,Ses01_angry_02_B_096,Anger,Anger,Anger,1,4,0,0.8545160293579102,0.05525801330804825,0.4040148127824068
Ses01_angry_02_B_101,Ses01_angry_02_B_096,Ses01_angry_02_A_100,Anger,Anger,Anger,5,1,0,0.7407015562057495,0.14363983273506165,0.536162830889225
Ses01_angry_03_A_001,pad,pad,Anger,pad,pad,None,None,0,1.0,0.0,0.0
Ses01_angry_03_B_002,pad,Ses01_angry_03_A_001,Neutral,pad,Anger,None,1,0,1.0,0.0,0.0
Ses01_angry_03_B_003,Ses01_angry_03_B_002,Ses01_angry_03_A_001,Neutral,Neutral,Anger,1,2,0,0.37221914529800415,0.37764161825180054,0.731980262324214
Ses01_angry_03_A_004,Ses01_angry_03_A_001,Ses01_angry_03_B_003,Anger,Anger,Neutral,3,1,0,-0.27820199728012085,0.4918338656425476,0.3034346327185631
Ses01_angry_03_A_006,Ses01_angry_03_A_004,Ses01_angry_03_B_003,Anger,Anger,Neutral,1,2,0,-0.1709004044532776,0.30952349305152893,0.34255070239305496
Ses01_angry_03_A_008,Ses01_angry_03_A_006,Ses01_angry_03_B_003,Anger,Anger,Neutral,1,3,0,-0.02324424684047699,0.2523156702518463,0.46042300947010517
Ses01_angry_03_B_009,Ses01_angry_03_B_003,Ses01_angry_03_A_008,Neutral,Neutral,Anger,4,1,0,-0.2720019519329071,0.3996022939682007,0.549298383295536
Ses01_angry_03_A_010,Ses01_angry_03_A_008,Ses01_angry_03_B_009,Anger,Anger,Neutral,2,1,0,0.7859440445899963,0.13444191217422485,0.4976091142743826
Ses01_angry_03_B_011,Ses01_angry_03_B_009,Ses01_angry_03_A_010,Anger,Neutral,Anger,2,1,1,0.41601473093032837,0.268183171749115,0.1410535704344511
Ses01_angry_03_A_012,Ses01_angry_03_A_010,Ses01_angry_03_B_011,Anger,Anger,Anger,2,1,0,0.8016434907913208,0.10264839977025986,0.5180851835757494
Ses01_angry_03_A_015,Ses01_angry_03_A_012,Ses01_angry_03_B_011,Anger,Anger,Anger,1,2,0,0.3981205224990845,0.27277666330337524,0.298723166808486
Ses01_angry_03_A_017,Ses01_angry_03_A_015,Ses01_angry_03_B_011,Anger,Anger,Anger,1,3,0,0.1536414921283722,0.6422566175460815,0.1995202973484993
Ses01_angry_03_B_018,Ses01_angry_03_B_011,Ses01_angry_03_A_017,Neutral,Anger,Anger,4,1,1,0.6140452027320862,0.1547858566045761,0.2821997255086899
Ses01_angry_03_A_019,Ses01_angry_03_A_017,Ses01_angry_03_B_018,Anger,Anger,Neutral,2,1,0,0.9746264815330505,0.0050279926508665085,0.18380017578601837
Ses01_angry_03_B_020,Ses01_angry_03_B_018,Ses01_angry_03_A_019,Anger,Neutral,Anger,2,1,1,0.9056921005249023,0.02814207598567009,0.23279514908790588
Ses01_angry_03_A_021,Ses01_angry_03_A_019,Ses01_angry_03_B_020,Anger,Anger,Anger,2,1,0,0.8434748649597168,0.16225360333919525,0.47944684512913227
Ses01_angry_03_A_023,Ses01_angry_03_A_021,Ses01_angry_03_B_020,Anger,Anger,Anger,1,2,0,0.1721898913383484,0.2976926565170288,0.4013204202055931
Ses01_angry_03_B_024,Ses01_angry_03_B_020,Ses01_angry_03_A_023,Anger,Anger,Anger,3,1,0,0.9890254735946655,0.005268268287181854,0.14802798628807068
Ses01_angry_03_A_025,Ses01_angry_03_A_023,Ses01_angry_03_B_024,Anger,Anger,Anger,2,1,0,-0.11275216937065125,0.6103909015655518,0.6403795666992664
Ses01_angry_03_B_027,Ses01_angry_03_B_024,Ses01_angry_03_A_025,Neutral,Anger,Anger,2,1,1,0.9159719944000244,0.03221994638442993,0.2834439780563116
Ses01_angry_03_A_029,Ses01_angry_03_A_025,Ses01_angry_03_B_027,Anger,Anger,Neutral,2,1,0,0.599664032459259,0.3390977382659912,0.6827997770160437
Ses01_angry_03_B_031,Ses01_angry_03_B_027,Ses01_angry_03_A_029,Anger,Neutral,Anger,2,1,1,0.9938807487487793,0.0007841565529815853,0.09037003107368946
Ses01_angry_03_A_032,Ses01_angry_03_A_029,Ses01_angry_03_B_031,Anger,Anger,Anger,2,1,0,0.6772308349609375,0.23062610626220703,0.3028802741318941
Ses01_angry_03_B_033,Ses01_angry_03_B_031,Ses01_angry_03_A_032,Anger,Anger,Anger,2,1,0,0.12603947520256042,0.36753666400909424,0.3357895761728287
Ses01_angry_03_B_034,Ses01_angry_03_B_033,Ses01_angry_03_A_032,Anger,Anger,Anger,1,2,0,0.8730119466781616,0.051032617688179016,0.1973792389035225
Ses01_angry_03_A_035,Ses01_angry_03_A_032,Ses01_angry_03_B_034,Anger,Anger,Anger,3,1,0,0.5613436698913574,0.14621564745903015,0.181925181299448
Ses01_angry_03_B_036,Ses01_angry_03_B_034,Ses01_angry_03_A_035,Neutral,Anger,Anger,2,1,1,0.49300628900527954,0.14111532270908356,0.49353582598268986
Ses01_angry_03_A_037,Ses01_angry_03_A_035,Ses01_angry_03_B_036,Anger,Anger,Neutral,2,1,0,0.4596545696258545,0.11713624745607376,0.246768431738019
Ses01_angry_03_B_038,Ses01_angry_03_B_036,Ses01_angry_03_A_037,Neutral,Neutral,Anger,2,1,0,0.5222913026809692,0.15587109327316284,0.49956549145281315
Ses01_angry_03_A_039,Ses01_angry_03_A_037,Ses01_angry_03_B_038,Anger,Anger,Neutral,2,1,0,0.5583815574645996,0.1793193519115448,0.37905407324433327
Ses01_angry_03_B_040,Ses01_angry_03_B_038,Ses01_angry_03_A_039,Neutral,Neutral,Anger,2,1,0,0.3433220684528351,0.6570301055908203,0.6021794490516186
Ses01_angry_03_B_044,Ses01_angry_03_B_040,Ses01_angry_03_A_039,Neutral,Neutral,Anger,1,2,0,-0.013078480958938599,0.4953850209712982,0.28135625645518303
Ses01_angry_03_A_046,Ses01_angry_03_A_039,Ses01_angry_03_B_044,Anger,Anger,Neutral,3,1,0,0.17666113376617432,0.45924919843673706,0.756135854870081
Ses01_angry_03_A_049,Ses01_angry_03_A_046,Ses01_angry_03_B_044,Anger,Anger,Neutral,1,2,0,0.2693917453289032,1.125272274017334,0.27656934410333633
Ses01_angry_03_B_050,Ses01_angry_03_B_044,Ses01_angry_03_A_049,Happiness,Neutral,Anger,3,1,1,0.9690495729446411,0.09260685741901398,0.5307076126337051
Ses01_angry_03_B_051,Ses01_angry_03_B_050,Ses01_angry_03_A_049,Anger,Happiness,Anger,1,2,1,0.9538826942443848,0.021151375025510788,0.2204115092754364
Ses01_angry_03_A_052,Ses01_angry_03_A_049,Ses01_angry_03_B_051,Anger,Anger,Anger,3,1,0,0.7715296149253845,0.3611694872379303,0.24095360934734344
Ses01_angry_03_B_053,Ses01_angry_03_B_051,Ses01_angry_03_A_052,Happiness,Anger,Anger,2,1,1,0.7742099761962891,0.18165315687656403,0.28085730969905853
Ses01_angry_03_A_054,Ses01_angry_03_A_052,Ses01_angry_03_B_053,Anger,Anger,Happiness,2,1,0,0.5680286288261414,0.5523574352264404,0.33395226299762726
Ses01_angry_03_B_056,Ses01_angry_03_B_053,Ses01_angry_03_A_054,Anger,Happiness,Anger,2,1,1,0.5786638259887695,0.3843587636947632,0.2621490862220526
Ses01_angry_03_A_057,Ses01_angry_03_A_054,Ses01_angry_03_B_056,Anger,Anger,Anger,2,1,0,0.752085268497467,0.33008235692977905,0.32161547988653183
Ses01_angry_03_B_058,Ses01_angry_03_B_056,Ses01_angry_03_A_057,Happiness,Anger,Anger,2,1,1,0.668415367603302,0.3159768283367157,0.3011139687150717
Ses01_angry_03_A_059,Ses01_angry_03_A_057,Ses01_angry_03_B_058,Anger,Anger,Happiness,2,1,0,0.9911893606185913,0.0022481235209852457,0.10764531046152115
Ses01_angry_03_B_061,Ses01_angry_03_B_058,Ses01_angry_03_A_059,Happiness,Happiness,Anger,2,1,0,0.5163367986679077,0.3932831883430481,0.2145931664854288
Ses01_angry_03_A_062,Ses01_angry_03_A_059,Ses01_angry_03_B_061,Anger,Anger,Happiness,2,1,0,0.7175670862197876,0.5214486122131348,0.4304187875241041
Ses01_angry_03_B_063,Ses01_angry_03_B_061,Ses01_angry_03_A_062,Anger,Happiness,Anger,2,1,1,0.3789997696876526,0.5564640164375305,0.503594322130084
Ses01_angry_03_A_064,Ses01_angry_03_A_062,Ses01_angry_03_B_063,Anger,Anger,Anger,2,1,0,0.4256802201271057,0.7392329573631287,0.36454583145678043
