center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur,cosine_similarity,kl_divergence,earth_mover_dist
Ses01F_impro03_M015,Ses01F_impro03_M014,Ses01F_impro03_F015,hap,hap,hap,2,1,0,4.909999999999997,4.052499999999995,0.9753902697362034,0.00036179847554808754,0.6201183944940567
Ses01F_impro03_F016,Ses01F_impro03_F015,Ses01F_impro03_M015,hap,hap,hap,2,1,0,4.767499999999998,0.7150000000000034,0.9968985495091225,0.00017694548600429802,0.2695145905017853
Ses01F_impro03_M016,Ses01F_impro03_M015,Ses01F_impro03_F016,neu,hap,hap,2,1,1,2.397500000000008,1.6825000000000045,0.964295592009639,0.18454299134698987,0.9965053200721741
Ses01F_impro03_F017,Ses01F_impro03_F016,Ses01F_impro03_M016,neu,hap,neu,2,1,1,3.0625,1.3799999999999955,0.9960370213775687,0.012605582252875478,0.36376506090164185
Ses01F_impro03_F018,Ses01F_impro03_F017,Ses01F_impro03_M016,neu,neu,neu,1,2,0,3.0024999999999977,3.0024999999999977,0.9910392854672775,0.00017642183202140204,0.6140584349632263
Ses01F_impro03_F019,Ses01F_impro03_F018,Ses01F_impro03_M016,neu,neu,neu,1,3,0,2.980000000000004,2.980000000000004,0.9381875682400433,0.24387348976673975,1.1429409086704254
Ses01F_impro03_M019,Ses01F_impro03_M016,Ses01F_impro03_F019,neu,neu,neu,4,1,0,8.402500000000003,1.0400000000000063,0.994599935034825,0.0021802558268906253,0.8488643169403076
Ses01F_impro03_F021,Ses01F_impro03_F019,Ses01F_impro03_M019,hap,neu,neu,2,1,1,4.670000000000002,3.6299999999999955,0.8601288544329402,0.17228174528790616,1.7012002170085907
Ses01F_impro03_M020,Ses01F_impro03_M019,Ses01F_impro03_F021,neu,neu,hap,2,1,0,7.909999999999997,4.280000000000001,0.9709875522021869,0.00921384096623342,0.7643333077430725
Ses01F_impro03_F022,Ses01F_impro03_F021,Ses01F_impro03_M020,neu,hap,neu,2,1,1,7.027500000000003,2.7475000000000023,0.9044904171837669,1.0337835366357304,1.4407607018947601
Ses01F_impro03_M021,Ses01F_impro03_M020,Ses01F_impro03_F022,neu,neu,neu,2,1,0,4.640000000000001,1.8924999999999983,0.9951254498483403,0.0004456106560676911,0.24134355783462524
Ses01F_impro03_F023,Ses01F_impro03_F022,Ses01F_impro03_M021,neu,neu,neu,2,1,0,2.842500000000001,0.9500000000000028,0.9784430670568405,0.16430202724958817,1.0951729863882065
Ses01F_impro03_F024,Ses01F_impro03_F023,Ses01F_impro03_M021,hap,neu,neu,1,2,1,1.1599999999999966,1.1599999999999966,0.7939603029440991,0.9925024505021982,0.9837522208690643
Ses01F_impro03_M022,Ses01F_impro03_M021,Ses01F_impro03_F024,hap,neu,hap,3,1,1,3.6200000000000045,1.5100000000000051,0.9973570129828327,0.0043219695694106264,0.6332614123821259
Ses01F_impro03_M023,Ses01F_impro03_M022,Ses01F_impro03_F024,hap,hap,hap,1,2,0,2.4199999999999875,2.4199999999999875,0.9748278147668705,0.10959967474422419,1.0855965800583363
Ses01F_impro03_F025,Ses01F_impro03_F024,Ses01F_impro03_M023,hap,hap,hap,3,1,0,6.450000000000003,2.5200000000000102,0.9784608210853434,0.003709994214656306,0.6939985454082489
Ses01F_impro03_F026,Ses01F_impro03_F025,Ses01F_impro03_M023,hap,hap,hap,1,2,0,3.9599999999999937,3.9599999999999937,0.981707707924347,0.0183294284574834,0.6090942611917853
Ses01F_impro03_M024,Ses01F_impro03_M023,Ses01F_impro03_F026,neu,hap,hap,3,1,1,9.650000000000006,3.1700000000000017,0.972048945208404,0.284762294396242,1.3146675564348698
Ses01F_impro04_M000,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses01F_impro04_F000,pad,Ses01F_impro04_M000,neu,pad,neu,None,1,0,None,4.5037,None,None,None
Ses01F_impro04_M001,Ses01F_impro04_M000,Ses01F_impro04_F000,neu,neu,neu,2,1,0,7.718200000000001,3.214500000000001,0.9814904671115712,0.010006423028576714,0.6146210059523582
Ses01F_impro04_F001,Ses01F_impro04_F000,Ses01F_impro04_M001,neu,neu,neu,2,1,0,4.4993,1.2847999999999988,0.9947998862940874,0.003710595562228796,0.1792928259819746
Ses01F_impro04_M002,Ses01F_impro04_M001,Ses01F_impro04_F001,neu,neu,neu,2,1,0,5.18,3.895200000000001,0.9785215825565869,0.04410713828107811,0.6036611497402191
Ses01F_impro04_M003,Ses01F_impro04_M002,Ses01F_impro04_F001,neu,neu,neu,1,2,0,11.27,11.27,0.9782824451683333,0.006997974997260445,0.5073846522718668
Ses01F_impro04_M004,Ses01F_impro04_M003,Ses01F_impro04_F001,neu,neu,neu,1,3,0,3.969999999999999,3.969999999999999,0.9812585532211955,0.045250217013452214,0.45955402590334415
Ses01F_impro04_M005,Ses01F_impro04_M004,Ses01F_impro04_F001,neu,neu,neu,1,4,0,6.309999999999999,6.309999999999999,0.9423964524347088,0.04216726498199791,0.7803919911384583
Ses01F_impro04_M006,Ses01F_impro04_M005,Ses01F_impro04_F001,neu,neu,neu,1,5,0,3.3500000000000014,3.3500000000000014,0.9458596835087385,0.019150459741277336,0.8156573325395584
Ses01F_impro04_F005,Ses01F_impro04_F001,Ses01F_impro04_M006,neu,neu,neu,6,1,0,31.605200000000004,2.8100000000000023,0.8637998253475814,0.04547033196485717,0.6975943855941296
Ses01F_impro04_F006,Ses01F_impro04_F005,Ses01F_impro04_M006,neu,neu,neu,1,2,0,2.923499999999997,2.923499999999997,0.8383493874616496,0.5938247278415035,1.1940060537308455
Ses01F_impro04_M007,Ses01F_impro04_M006,Ses01F_impro04_F006,neu,neu,neu,3,1,0,8.850000000000001,3.116500000000002,0.6204120470245111,2.7636917322457273,0.976335883140564
Ses01F_impro04_M008,Ses01F_impro04_M007,Ses01F_impro04_F006,neu,neu,neu,1,2,0,5.82,5.82,0.6382489994013554,1.1733114241612834,0.954162672162056
Ses01F_impro04_M009,Ses01F_impro04_M008,Ses01F_impro04_F006,neu,neu,neu,1,3,0,1.1400000000000006,1.1400000000000006,0.9590581434023164,0.10003236362566377,0.4450322315096855
Ses01F_impro04_F009,Ses01F_impro04_F006,Ses01F_impro04_M009,neu,neu,neu,4,1,0,12.436500000000002,2.3599999999999994,0.7200353109688529,0.3848962470188649,1.4361752718687057
Ses01F_impro04_M010,Ses01F_impro04_M009,Ses01F_impro04_F009,neu,neu,neu,2,1,0,3.4499999999999957,1.0899999999999963,0.8365043151641074,0.11847950675597665,0.8088314160704613
Ses01F_impro04_M011,Ses01F_impro04_M010,Ses01F_impro04_F009,neu,neu,neu,1,2,0,6.170000000000002,6.170000000000002,0.981060285288314,0.008942100571707447,0.37997323274612427
Ses01F_impro04_M012,Ses01F_impro04_M011,Ses01F_impro04_F009,neu,neu,neu,1,3,0,4.409999999999997,4.409999999999997,0.9914932955120254,0.0015523708405160341,0.4194228798151016
Ses01F_impro04_M013,Ses01F_impro04_M012,Ses01F_impro04_F009,neu,neu,neu,1,4,0,3.3673,3.3673,0.9742523571542347,0.002986542855148741,0.27862119674682617
Ses01F_impro04_F013,Ses01F_impro04_F009,Ses01F_impro04_M013,neu,neu,neu,5,1,0,17.779999999999994,2.7426999999999992,0.48859079826062357,3.28748622224214,1.423726812005043
Ses01F_impro04_M014,Ses01F_impro04_M013,Ses01F_impro04_F013,neu,neu,neu,2,1,0,6.396200000000007,3.653500000000008,0.9683069751085776,0.0038462392704068198,0.477104976773262
Ses01F_impro04_F014,Ses01F_impro04_F013,Ses01F_impro04_M014,neu,neu,neu,2,1,0,9.0,5.346499999999992,0.6002686057460224,1.071830009244291,1.2572985738515854
Ses01F_impro04_M015,Ses01F_impro04_M014,Ses01F_impro04_F014,neu,neu,neu,2,1,0,12.226500000000001,6.88000000000001,0.9945419457123519,0.0018063263351694,0.25073131918907166
Ses01F_impro04_M016,Ses01F_impro04_M015,Ses01F_impro04_F014,neu,neu,neu,1,2,0,8.114999999999995,8.114999999999995,0.9802674849378057,0.024744216158276915,0.5116935707628727
Ses01F_impro04_M017,Ses01F_impro04_M016,Ses01F_impro04_F014,neu,neu,neu,1,3,0,4.484999999999999,4.484999999999999,0.9486889347958141,0.01416071831499906,0.29090261086821556
Ses01F_impro04_M018,Ses01F_impro04_M017,Ses01F_impro04_F014,neu,neu,neu,1,4,0,6.689999999999998,6.689999999999998,0.9757868372023868,0.0026634438708060624,0.48336209915578365
Ses01F_impro04_M019,Ses01F_impro04_M018,Ses01F_impro04_F014,neu,neu,neu,1,5,0,6.799999999999997,6.799999999999997,0.9802100568315956,0.020804551922265265,0.9163258317857981
Ses01F_impro04_M020,Ses01F_impro04_M019,Ses01F_impro04_F014,neu,neu,neu,1,6,0,3.0400000000000063,3.0400000000000063,0.9801273271577514,0.0005308242570410378,0.9760967642068863
Ses01F_impro04_M021,Ses01F_impro04_M020,Ses01F_impro04_F014,neu,neu,neu,1,7,0,7.930000000000007,7.930000000000007,0.9881694649578342,0.0006263335407240823,0.5259176045656204
Ses01F_impro04_M022,Ses01F_impro04_M021,Ses01F_impro04_F014,neu,neu,neu,1,8,0,10.091899999999981,10.091899999999981,0.9948681276553928,0.006716777667094335,1.0415198504924774
Ses01F_impro04_M023,Ses01F_impro04_M022,pad,neu,neu,pad,1,None,0,5.390600000000006,5.390600000000006,0.9945753960081594,0.07222451481901528,0.8834386020898819
Ses01F_impro04_M024,Ses01F_impro04_M023,pad,neu,neu,pad,1,None,0,6.927500000000009,6.927500000000009,0.9959263565225663,0.003794429044635196,0.17619532346725464
Ses01F_impro04_M025,Ses01F_impro04_M024,pad,neu,neu,pad,1,None,0,2.759999999999991,2.759999999999991,0.9165583004866091,0.09587627525108136,0.49977270141243935
Ses01F_impro04_M026,Ses01F_impro04_M025,pad,neu,neu,pad,1,None,0,4.349999999999994,4.349999999999994,0.9786719755925188,0.0368408457984489,0.4647463597357273
Ses01F_impro04_M027,Ses01F_impro04_M026,pad,neu,neu,pad,1,None,0,3.170000000000016,3.170000000000016,0.9732959990152565,0.06771201917020545,0.46395790576934814
Ses01F_impro04_M028,Ses01F_impro04_M027,pad,neu,neu,pad,1,None,0,3.3499999999999943,3.3499999999999943,0.8726050860963191,0.322238166504855,0.6222227513790131
Ses01F_impro04_F028,pad,Ses01F_impro04_M028,ang,pad,neu,None,1,0,None,5.360000000000014,None,None,None
Ses01F_impro04_F029,Ses01F_impro04_F028,Ses01F_impro04_M028,ang,ang,neu,1,2,0,4.439999999999998,4.439999999999998,0.6936893087161173,0.22367491894304853,0.7564869672060013
Ses01F_impro04_M031,Ses01F_impro04_M028,Ses01F_impro04_F029,neu,neu,ang,3,1,0,12.533299999999997,2.7332999999999856,0.2262609686623707,0.5185714846717607,0.2703525274991989
Ses01F_impro04_F030,Ses01F_impro04_F029,Ses01F_impro04_M031,ang,ang,neu,2,1,0,5.032499999999999,2.2992000000000132,0.9800164803786622,0.01775306622542069,0.43672732822597027
Ses01F_impro04_M032,Ses01F_impro04_M031,Ses01F_impro04_F030,neu,neu,ang,2,1,0,4.816699999999997,2.517499999999984,0.8990079229287236,0.23395365460629253,0.5420912280678749
Ses01F_impro04_F031,Ses01F_impro04_F030,Ses01F_impro04_M032,ang,ang,neu,2,1,0,4.16749999999999,1.6500000000000057,0.9538798491346301,0.017899944143098,0.5544162411242723
Ses01F_impro04_F032,Ses01F_impro04_F031,Ses01F_impro04_M032,ang,ang,neu,1,2,0,4.650000000000006,4.650000000000006,0.6109905694438937,1.352192581086242,1.0619789510965347
Ses01F_impro04_F033,Ses01F_impro04_F032,Ses01F_impro04_M032,ang,ang,neu,1,3,0,4.467500000000001,4.467500000000001,0.8652076761448488,0.5184828768795059,0.9089535623788834
Ses01F_impro05_M000,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses01F_impro05_M001,Ses01F_impro05_M000,pad,hap,neu,pad,1,None,1,1.6,1.6,0.6850931763580058,0.2033847197294746,0.8700867667794228
Ses01F_impro05_M002,Ses01F_impro05_M001,pad,hap,hap,pad,1,None,0,1.3899999999999997,1.3899999999999997,0.8212046259052144,0.4995349870229912,1.2175530139356852
Ses01F_impro05_M003,Ses01F_impro05_M002,pad,neu,hap,pad,1,None,1,1.7200000000000006,1.7200000000000006,0.9986070103055655,0.0019901119455464247,0.17460876796394587
Ses01F_impro05_M004,Ses01F_impro05_M003,pad,neu,neu,pad,1,None,0,3.9399999999999995,3.9399999999999995,0.9895592334707317,0.0046316318260954305,0.4717768831178546
Ses01F_impro05_M005,Ses01F_impro05_M004,pad,neu,neu,pad,1,None,0,9.58,9.58,0.9871270276775574,0.01274157296942291,0.486286424100399
Ses01F_impro05_M006,Ses01F_impro05_M005,pad,neu,neu,pad,1,None,0,4.149999999999999,4.149999999999999,0.9945418421008201,0.0033338455861378416,0.41744987666606903
Ses01F_impro05_M007,Ses01F_impro05_M006,pad,neu,neu,pad,1,None,0,2.3000000000000007,2.3000000000000007,0.7816298992417569,1.7918222513490514,1.7401135563850403
Ses01F_impro05_F008,pad,Ses01F_impro05_M007,ang,pad,neu,None,1,0,None,5.490000000000002,None,None,None
Ses01F_impro05_M008,Ses01F_impro05_M007,Ses01F_impro05_F008,neu,neu,ang,2,1,0,6.410000000000004,0.9200000000000017,0.7510207422882684,0.3971841266158302,0.7289209589362144
Ses01F_impro05_F009,Ses01F_impro05_F008,Ses01F_impro05_M008,ang,ang,neu,2,1,0,2.9299999999999997,2.009999999999998,0.9993510804972503,0.0028935993235839064,0.5063384845852852
Ses01F_impro05_M009,Ses01F_impro05_M008,Ses01F_impro05_F009,neu,neu,ang,2,1,0,2.2099999999999937,0.19999999999999574,0.8643200786297502,0.07466251784553786,0.6897221319377422
Ses01F_impro05_M010,Ses01F_impro05_M009,Ses01F_impro05_F009,neu,neu,ang,1,2,0,6.950000000000003,6.950000000000003,0.9052252208172213,0.07713808262437488,0.6449407301843166
Ses01F_impro05_M011,Ses01F_impro05_M010,Ses01F_impro05_F009,neu,neu,ang,1,3,0,6.109999999999999,6.109999999999999,0.9272304576449785,0.03455133440461121,0.7960775420069695
Ses01F_impro05_M012,Ses01F_impro05_M011,Ses01F_impro05_F009,neu,neu,ang,1,4,0,20.409999999999997,20.409999999999997,0.9601987186903421,0.009172800145752847,0.4617985635995865
Ses01F_impro05_M013,Ses01F_impro05_M012,Ses01F_impro05_F009,neu,neu,ang,1,5,0,3.1700000000000017,3.1700000000000017,0.889888755180494,0.6894145687914598,1.2457634657621384
Ses01F_impro05_F011,Ses01F_impro05_F009,Ses01F_impro05_M013,ang,ang,neu,6,1,0,37.160000000000004,0.3200000000000074,0.3712856794745193,4.791383286812796,1.425282210111618
Ses01F_impro05_M014,Ses01F_impro05_M013,Ses01F_impro05_F011,neu,neu,ang,2,1,0,1.480000000000004,1.1599999999999966,0.9154926788802178,0.614867374256088,1.2968105673789978
Ses01F_impro05_F012,Ses01F_impro05_F011,Ses01F_impro05_M014,ang,ang,neu,2,1,0,1.7399999999999949,0.5799999999999983,0.5809530324427604,1.3076961645616834,0.37294328212738037
Ses01F_impro05_M015,Ses01F_impro05_M014,Ses01F_impro05_F012,neu,neu,ang,2,1,0,5.189999999999998,4.609999999999999,0.969070250767748,0.006790953063345678,0.8593089208006859
Ses01F_impro05_M016,Ses01F_impro05_M015,Ses01F_impro05_F012,neu,neu,ang,1,2,0,5.5,5.5,0.9912539886568861,0.00035323618661507804,0.5130184181034565
Ses01F_impro05_M017,Ses01F_impro05_M016,Ses01F_impro05_F012,neu,neu,ang,1,3,0,8.284999999999997,8.284999999999997,0.9570173205254846,0.04213642886233996,0.9529326967895031
Ses01F_impro05_F014,Ses01F_impro05_F012,Ses01F_impro05_M017,ang,ang,neu,4,1,0,23.909999999999997,5.515000000000001,0.4178540737861231,1.873415270886062,0.3980642557144165
Ses01F_impro05_F015,Ses01F_impro05_F014,Ses01F_impro05_M017,ang,ang,neu,1,2,0,3.4849999999999994,3.4849999999999994,0.90481878103995,0.19530800104281562,1.7151618897914886
Ses01F_impro05_M019,Ses01F_impro05_M017,Ses01F_impro05_F015,neu,neu,ang,3,1,0,17.275000000000006,8.275000000000006,0.7663460606935475,1.0121305040723205,1.138915702700615
Ses01F_impro05_M020,Ses01F_impro05_M019,Ses01F_impro05_F015,neu,neu,ang,1,2,0,6.760000000000005,6.760000000000005,0.6177137287514924,0.3823357607480914,1.3254326730966568
Ses01F_impro05_F016,Ses01F_impro05_F015,Ses01F_impro05_M020,ang,ang,neu,3,1,0,15.525000000000006,0.4899999999999949,0.8839224993610686,0.10009485776475159,1.6622865200042725
Ses01F_impro05_F017,Ses01F_impro05_F016,Ses01F_impro05_M020,ang,ang,neu,1,2,0,8.954999999999998,8.954999999999998,0.9604371512251354,0.03550405057464528,1.0808078711852431
Ses01F_impro05_M022,Ses01F_impro05_M020,Ses01F_impro05_F017,neu,neu,ang,3,1,0,12.980000000000004,3.535000000000011,0.7340173687851967,0.23549759102223242,1.7016088978853077
Ses01F_impro05_M023,Ses01F_impro05_M022,Ses01F_impro05_F017,neu,neu,ang,1,2,0,5.1699999999999875,5.1699999999999875,0.8861047627826735,0.04230638526669237,1.0506281869020313
Ses01F_impro05_F018,Ses01F_impro05_F017,Ses01F_impro05_M023,ang,ang,neu,3,1,0,10.230000000000004,1.5250000000000057,0.9216368211424947,0.003830693064940745,1.698115431703627
