center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses01F_impro02_M015,Ses01F_impro02_M014,Ses01F_impro02_F017,neu,sad,sad,2,1,1,10.585000000000008,6.109999999999985
Ses01F_impro02_F019,Ses01F_impro02_F018,Ses01F_impro02_M015,sad,neu,neu,1,2,1,6.75,6.75
Ses01F_impro03_M000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01F_impro03_F000,pad,Ses01F_impro03_M000,hap,pad,neu,None,1,1,None,1.6399999999999997
Ses01F_impro03_F004,Ses01F_impro03_F003,Ses01F_impro03_M004,hap,xxx,xxx,2,1,1,5.880000000000001,1.4968000000000004
Ses01F_impro03_M006,Ses01F_impro03_M005,Ses01F_impro03_F006,neu,xxx,hap,2,1,1,6.969999999999999,5.879999999999999
Ses01F_impro03_M007,Ses01F_impro03_M006,Ses01F_impro03_F007,hap,neu,xxx,2,1,1,3.467500000000001,2.0825999999999993
Ses01F_impro03_M008,Ses01F_impro03_M007,Ses01F_impro03_F008,neu,hap,hap,2,1,1,4.372500000000002,1.970000000000006
Ses01F_impro03_M011,Ses01F_impro03_M010,Ses01F_impro03_F011,neu,xxx,xxx,2,1,1,3.3100000000000023,1.5600000000000023
Ses01F_impro03_F012,Ses01F_impro03_F011,Ses01F_impro03_M011,hap,xxx,neu,2,1,1,4.505000000000003,2.9450000000000003
Ses01F_impro03_M016,Ses01F_impro03_M015,Ses01F_impro03_F016,neu,hap,hap,2,1,1,2.397500000000008,1.6825000000000045
Ses01F_impro03_F021,Ses01F_impro03_F020,Ses01F_impro03_M019,hap,xxx,neu,1,2,1,1.5150000000000006,1.5150000000000006
Ses01F_impro03_F024,Ses01F_impro03_F023,Ses01F_impro03_M021,hap,neu,neu,1,2,1,1.1599999999999966,1.1599999999999966
Ses01F_impro03_M024,Ses01F_impro03_M023,Ses01F_impro03_F026,neu,hap,hap,3,1,1,9.650000000000006,3.1700000000000017
Ses01F_impro04_M000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01F_impro04_F028,Ses01F_impro04_F027,Ses01F_impro04_M029,ang,fru,fru,3,1,1,6.4375,3.780000000000001
Ses01F_impro04_M031,Ses01F_impro04_M030,Ses01F_impro04_F029,neu,fru,ang,2,1,1,6.253299999999996,2.7332999999999856
Ses01F_impro05_M000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01F_impro05_M001,Ses01F_impro05_M000,Ses01F_impro05_F000,hap,neu,fru,2,1,1,1.6,0.9699999999999998
Ses01F_impro05_M003,Ses01F_impro05_M002,Ses01F_impro05_F002,neu,hap,fru,2,1,1,1.7200000000000006,0.9700000000000006
Ses01F_impro05_F008,Ses01F_impro05_F007,Ses01F_impro05_M007,ang,fru,neu,1,2,1,1.5900000000000034,1.5900000000000034
Ses01F_impro05_F011,Ses01F_impro05_F010,Ses01F_impro05_M013,ang,xxx,neu,3,1,1,4.320000000000007,0.3200000000000074
Ses01F_impro05_F014,Ses01F_impro05_F013,Ses01F_impro05_M017,ang,xxx,neu,3,1,1,16.769999999999996,5.515000000000001
Ses01F_impro05_M019,Ses01F_impro05_M018,Ses01F_impro05_F015,neu,xxx,ang,2,1,1,10.730000000000004,8.275000000000006
Ses01F_impro05_M022,Ses01F_impro05_M021,Ses01F_impro05_F017,neu,xxx,ang,2,1,1,9.830000000000013,3.535000000000011
Ses01F_impro05_F028,Ses01F_impro05_F027,Ses01F_impro05_M032,ang,xxx,sur,2,1,1,9.560000000000002,5.640000000000015
Ses01F_impro05_M034,Ses01F_impro05_M033,Ses01F_impro05_F029,neu,sur,ang,2,1,1,8.430000000000007,3.280000000000001
Ses01F_impro06_M000,pad,pad,sad,pad,pad,None,None,1,None,None
Ses01F_impro06_M001,Ses01F_impro06_M000,Ses01F_impro06_F000,neu,sad,xxx,2,1,1,7.029999999999998,3.6960999999999977
Ses01F_impro06_F002,Ses01F_impro06_F001,Ses01F_impro06_M002,sad,xxx,neu,2,1,1,2.0500000000000007,0.9499999999999993
Ses01F_impro06_F003,Ses01F_impro06_F002,Ses01F_impro06_M003,neu,sad,sad,2,1,1,8.380000000000003,5.480000000000004
Ses01F_impro06_M004,Ses01F_impro06_M003,Ses01F_impro06_F006,neu,sad,sad,5,1,1,27.200000000000003,8.829999999999998
Ses01F_impro06_F010,Ses01F_impro06_F009,Ses01F_impro06_M005,sad,neu,neu,2,1,1,7.670000000000002,0.8700000000000045
Ses01F_impro06_M008,Ses01F_impro06_M007,Ses01F_impro06_F013,neu,sad,sad,2,1,1,8.930000000000007,1.4424999999999955
Ses01F_impro06_F020,Ses01F_impro06_F019,Ses01F_impro06_M013,sad,neu,neu,1,2,1,6.210000000000008,6.210000000000008
Ses01F_impro06_F028,Ses01F_impro06_F027,Ses01F_impro06_M016,sad,neu,neu,1,3,1,6.6299999999999955,6.6299999999999955
Ses01F_impro07_M000,pad,pad,hap,pad,pad,None,None,1,None,None
Ses01F_impro07_F009,Ses01F_impro07_F008,Ses01F_impro07_M011,hap,xxx,xxx,3,1,1,7.522500000000008,2.1875
Ses01F_impro07_M012,Ses01F_impro07_M011,Ses01F_impro07_F009,neu,xxx,hap,2,1,1,3.8174999999999955,1.6299999999999955
Ses01F_impro07_M014,Ses01F_impro07_M013,Ses01F_impro07_F011,hap,neu,xxx,2,1,1,6.702500000000001,4.730000000000004
Ses01F_impro07_M017,Ses01F_impro07_M016,Ses01F_impro07_F014,hap,xxx,xxx,2,1,1,5.739999999999995,0.5999999999999943
Ses01F_impro07_M018,Ses01F_impro07_M017,Ses01F_impro07_F014,neu,hap,xxx,1,2,1,6.977499999999992,6.977499999999992
Ses01F_impro07_M019,Ses01F_impro07_M018,Ses01F_impro07_F015,hap,neu,xxx,2,1,1,5.282499999999999,1.1099999999999852
Ses01F_script01_1_M000,pad,Ses01F_script01_1_F001,neu,pad,xxx,None,1,1,None,2.6392000000000007
Ses01F_script01_1_M007,Ses01F_script01_1_M006,Ses01F_script01_1_F008,neu,xxx,xxx,2,1,1,7.9136000000000095,2.4764000000000124
Ses01F_script01_1_M010,Ses01F_script01_1_M009,Ses01F_script01_1_F010,neu,fru,fru,2,1,1,12.382799999999989,1.9599999999999937
Ses01F_script01_1_M012,Ses01F_script01_1_M011,Ses01F_script01_1_F012,neu,fru,fru,2,1,1,22.57029999999999,12.93719999999999
Ses01F_script01_1_M014,Ses01F_script01_1_M013,Ses01F_script01_1_F014,neu,fru,fru,2,1,1,12.835999999999984,3.6159999999999854
Ses01F_script01_1_M019,Ses01F_script01_1_M018,Ses01F_script01_1_F019,ang,fru,xxx,2,1,1,5.75,1.0500000000000114
Ses01F_script01_1_M023,Ses01F_script01_1_M022,Ses01F_script01_1_F024,neu,fru,fru,2,1,1,7.4786,3.9017000000000053
Ses01F_script01_1_F034,Ses01F_script01_1_F033,Ses01F_script01_1_M031,neu,fru,fru,2,1,1,10.594799999999964,5.047999999999945
Ses01F_script01_1_F035,Ses01F_script01_1_F034,Ses01F_script01_1_M033,ang,neu,fru,3,1,1,18.635200000000054,5.2327000000000226
Ses01F_script01_1_M034,Ses01F_script01_1_M033,Ses01F_script01_1_F035,neu,fru,ang,2,1,1,7.759299999999996,2.5265999999999735
Ses01F_script01_1_F037,Ses01F_script01_1_F036,Ses01F_script01_1_M035,ang,xxx,fru,2,1,1,6.769999999999982,4.298399999999958
Ses01F_script01_1_M039,Ses01F_script01_1_M038,Ses01F_script01_1_F039,neu,fru,fru,2,1,1,13.902499999999975,4.899999999999977
Ses01F_script01_1_F041,Ses01F_script01_1_F040,Ses01F_script01_1_M040,ang,fru,neu,2,1,1,5.3700000000000045,2.6000000000000227
Ses01F_script01_2_M001,Ses01F_script01_2_M000,Ses01F_script01_2_F001,neu,xxx,xxx,2,1,1,6.545999999999999,3.919999999999998
Ses01F_script01_2_F003,Ses01F_script01_2_F002,Ses01F_script01_2_M003,ang,xxx,fru,3,1,1,18.68,6.310000000000002
Ses01F_script01_2_M004,Ses01F_script01_2_M003,Ses01F_script01_2_F003,neu,fru,ang,2,1,1,8.82,2.509999999999998
Ses01F_script01_2_M008,Ses01F_script01_2_M007,Ses01F_script01_2_F007,neu,fru,ang,2,1,1,10.229999999999997,8.339999999999996
Ses01F_script01_2_M017,Ses01F_script01_2_M016,Ses01F_script01_2_F014,ang,xxx,fru,2,1,1,6.309999999999974,2.9399999999999977
Ses01F_script01_3_F000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01F_script01_3_F010,Ses01F_script01_3_F009,Ses01F_script01_3_M007,hap,neu,xxx,1,2,1,9.409999999999997,9.409999999999997
Ses01F_script01_3_F014,Ses01F_script01_3_F013,Ses01F_script01_3_M011,neu,hap,xxx,2,1,1,20.288999999999987,10.60899999999998
Ses01F_script01_3_F017,Ses01F_script01_3_F016,Ses01F_script01_3_M014,hap,neu,sur,2,1,1,5.672500000000014,2.756699999999995
Ses01F_script01_3_F022,Ses01F_script01_3_F021,Ses01F_script01_3_M020,neu,hap,hap,2,1,1,4.780000000000001,1.8199999999999932
Ses01F_script01_3_M021,Ses01F_script01_3_M020,Ses01F_script01_3_F023,sad,hap,xxx,3,1,1,17.379999999999995,3.898699999999991
Ses01F_script01_3_F028,Ses01F_script01_3_F027,Ses01F_script01_3_M025,neu,xxx,sad,2,1,1,11.650000000000006,7.6299999999999955
Ses01F_script01_3_F031,Ses01F_script01_3_F030,Ses01F_script01_3_M031,neu,sad,xxx,5,1,1,73.51999999999998,23.28000000000003
Ses01F_script01_3_M032,Ses01F_script01_3_M031,Ses01F_script01_3_F031,sad,xxx,neu,2,1,1,25.0,1.7199999999999704
Ses01F_script01_3_M036,Ses01F_script01_3_M035,Ses01F_script01_3_F031,sad,xxx,neu,1,5,1,17.390000000000043,17.390000000000043
Ses01F_script01_3_M037,Ses01F_script01_3_M036,Ses01F_script01_3_F032,neu,sad,xxx,2,1,1,17.533699999999953,3.642599999999959
Ses01F_script01_3_F035,Ses01F_script01_3_F034,Ses01F_script01_3_M038,hap,xxx,xxx,2,1,1,27.012999999999977,8.529999999999973
Ses01F_script02_1_F000,pad,Ses01F_script02_1_M001,neu,pad,xxx,None,1,1,None,6.047500000000001
Ses01F_script02_1_M002,Ses01F_script02_1_M001,Ses01F_script02_1_F000,hap,xxx,neu,2,1,1,7.8675000000000015,1.8200000000000003
Ses01F_script02_1_M007,Ses01F_script02_1_M006,Ses01F_script02_1_F003,neu,xxx,sur,2,1,1,6.920000000000002,1.3599999999999994
Ses01F_script02_1_F006,Ses01F_script02_1_F005,Ses01F_script02_1_M009,ang,xxx,neu,2,1,1,2.8500000000000014,0.9600000000000009
Ses01F_script02_1_M013,Ses01F_script02_1_M012,Ses01F_script02_1_F007,neu,fru,ang,1,3,1,7.425699999999992,7.425699999999992
Ses01F_script02_1_M016,Ses01F_script02_1_M015,Ses01F_script02_1_F008,hap,neu,neu,1,3,1,6.814999999999998,6.814999999999998
Ses01F_script02_1_F010,Ses01F_script02_1_F009,Ses01F_script02_1_M017,sad,hap,xxx,2,1,1,9.049999999999997,6.519999999999996
Ses01F_script02_1_M020,Ses01F_script02_1_M019,Ses01F_script02_1_F012,neu,xxx,xxx,2,1,1,6.824700000000007,1.0499999999999972
Ses01F_script02_1_F015,Ses01F_script02_1_F014,Ses01F_script02_1_M022,neu,fru,fru,2,1,1,9.849999999999994,8.48999999999998
Ses01F_script02_1_M029,Ses01F_script02_1_M028,Ses01F_script02_1_F019,neu,xxx,fru,1,2,1,10.89500000000001,10.89500000000001
Ses01F_script02_1_M031,Ses01F_script02_1_M030,Ses01F_script02_1_F021,neu,sur,fru,2,1,1,1.920000000000016,0.910000000000025
Ses01F_script02_1_M035,Ses01F_script02_1_M034,Ses01F_script02_1_F023,hap,neu,fru,1,2,1,5.6200000000000045,5.6200000000000045
Ses01F_script02_1_M038,Ses01F_script02_1_M037,Ses01F_script02_1_F023,hap,xxx,fru,1,5,1,15.20999999999998,15.20999999999998
Ses01F_script02_1_M040,Ses01F_script02_1_M039,Ses01F_script02_1_F023,hap,xxx,fru,1,7,1,6.775199999999984,6.775199999999984
Ses01F_script02_1_F024,pad,Ses01F_script02_1_M042,neu,pad,xxx,None,1,1,None,5.057299999999998
Ses01F_script02_1_M043,Ses01F_script02_1_M042,Ses01F_script02_1_F024,hap,xxx,neu,2,1,1,7.997299999999996,2.9399999999999977
Ses01F_script02_2_M000,pad,pad,hap,pad,pad,None,None,1,None,None
Ses01F_script02_2_F000,pad,Ses01F_script02_2_M000,neu,pad,hap,None,1,1,None,2.66
Ses01F_script02_2_M006,Ses01F_script02_2_M005,Ses01F_script02_2_F005,neu,xxx,xxx,2,1,1,6.416500000000006,3.780000000000001
Ses01F_script02_2_F006,Ses01F_script02_2_F005,Ses01F_script02_2_M006,ang,xxx,neu,2,1,1,10.25,6.469999999999999
Ses01F_script02_2_F008,Ses01F_script02_2_F007,Ses01F_script02_2_M008,ang,fru,fru,2,1,1,12.509999999999998,7.319999999999993
Ses01F_script02_2_F015,Ses01F_script02_2_F014,Ses01F_script02_2_M013,sad,xxx,fru,1,2,1,7.111400000000003,7.111400000000003
Ses01F_script02_2_F016,Ses01F_script02_2_F015,Ses01F_script02_2_M014,ang,sad,fru,2,1,1,12.0672,2.5
Ses01F_script02_2_M016,Ses01F_script02_2_M015,Ses01F_script02_2_F016,neu,fru,ang,1,2,1,5.5449999999999875,5.5449999999999875
Ses01F_script02_2_F019,Ses01F_script02_2_F018,Ses01F_script02_2_M017,hap,xxx,neu,1,3,1,13.9683,13.9683
Ses01F_script02_2_M019,Ses01F_script02_2_M018,Ses01F_script02_2_F021,neu,xxx,fru,3,1,1,7.75,2.0500000000000114
Ses01F_script02_2_F022,Ses01F_script02_2_F021,Ses01F_script02_2_M020,sad,fru,fru,3,1,1,17.929600000000022,5.247200000000021
Ses01F_script02_2_M021,Ses01F_script02_2_M020,Ses01F_script02_2_F022,neu,fru,sad,2,1,1,10.907600000000002,5.6603999999999814
Ses01F_script02_2_M024,Ses01F_script02_2_M023,Ses01F_script02_2_F024,hap,neu,xxx,2,1,1,4.170000000000016,1.681100000000015
Ses01F_script02_2_M026,Ses01F_script02_2_M025,Ses01F_script02_2_F025,hap,xxx,fru,1,2,1,4.939999999999998,4.939999999999998
Ses01F_script02_2_F026,Ses01F_script02_2_F025,Ses01F_script02_2_M026,neu,fru,hap,3,1,1,10.08140000000003,3.391400000000033
Ses01F_script02_2_M033,Ses01F_script02_2_M032,Ses01F_script02_2_F030,neu,fru,fru,2,1,1,7.765000000000043,5.398200000000031
Ses01F_script02_2_F034,Ses01F_script02_2_F033,Ses01F_script02_2_M036,sad,fru,fru,2,1,1,4.589999999999975,2.0201999999999884
Ses01F_script02_2_F040,Ses01F_script02_2_F039,Ses01F_script02_2_M039,sad,xxx,sur,1,3,1,5.224199999999996,5.224199999999996
Ses01F_script02_2_M040,Ses01F_script02_2_M039,Ses01F_script02_2_F040,neu,sur,sad,4,1,1,21.99430000000001,11.039600000000007
Ses01F_script02_2_F042,Ses01F_script02_2_F041,Ses01F_script02_2_M042,hap,neu,neu,3,1,1,15.079999999999984,3.3886999999999716
Ses01F_script02_2_M047,Ses01F_script02_2_M046,Ses01F_script02_2_F044,neu,hap,hap,1,2,1,3.4090999999999667,3.4090999999999667
Ses01F_script02_2_F046,Ses01F_script02_2_F045,Ses01F_script02_2_M047,sad,hap,neu,1,2,1,8.0856,8.0856
Ses01F_script02_2_M049,Ses01F_script02_2_M048,Ses01F_script02_2_F047,hap,neu,neu,2,1,1,11.200999999999965,3.0609000000000037
Ses01F_script03_1_M005,Ses01F_script03_1_M004,Ses01F_script03_1_F003,hap,xxx,xxx,2,1,1,4.699999999999999,2.3900000000000006
Ses01F_script03_1_M007,Ses01F_script03_1_M006,Ses01F_script03_1_F004,hap,xxx,xxx,1,2,1,5.579999999999998,5.579999999999998
Ses01F_script03_1_F010,Ses01F_script03_1_F009,Ses01F_script03_1_M012,hap,xxx,xxx,2,1,1,5.950000000000003,3.6500000000000057
Ses01F_script03_1_M018,Ses01F_script03_1_M017,Ses01F_script03_1_F014,hap,xxx,xxx,2,1,1,9.212299999999999,5.682299999999998
Ses01F_script03_1_M021,Ses01F_script03_1_M020,Ses01F_script03_1_F017,hap,xxx,xxx,2,1,1,8.120000000000005,4.6200000000000045
Ses01F_script03_1_M024,Ses01F_script03_1_M023,Ses01F_script03_1_F019,hap,xxx,xxx,1,2,1,2.9850000000000136,2.9850000000000136
Ses01F_script03_1_F024,Ses01F_script03_1_F023,Ses01F_script03_1_M028,hap,xxx,xxx,2,1,1,6.387499999999989,4.25
Ses01F_script03_1_M034,Ses01F_script03_1_M033,Ses01F_script03_1_F027,hap,xxx,xxx,2,1,1,9.432500000000005,4.199999999999989
Ses01F_script03_1_F029,Ses01F_script03_1_F028,Ses01F_script03_1_M035,hap,xxx,xxx,2,1,1,6.132499999999993,2.4799999999999898
Ses01F_script03_2_F000,pad,Ses01F_script03_2_M000,hap,pad,xxx,None,1,1,None,1.6314999999999995
Ses01F_script03_2_M001,Ses01F_script03_2_M000,Ses01F_script03_2_F000,neu,xxx,hap,2,1,1,6.381500000000001,4.750000000000001
Ses01F_script03_2_M004,Ses01F_script03_2_M003,Ses01F_script03_2_F003,neu,xxx,xxx,2,1,1,8.5,4.990000000000002
Ses01F_script03_2_M007,Ses01F_script03_2_M006,Ses01F_script03_2_F006,ang,xxx,xxx,2,1,1,4.510000000000005,3.260000000000005
Ses01F_script03_2_M010,Ses01F_script03_2_M009,Ses01F_script03_2_F009,neu,fru,xxx,2,1,1,8.899999999999991,2.269999999999996
Ses01F_script03_2_F013,Ses01F_script03_2_F012,Ses01F_script03_2_M013,ang,xxx,fru,2,1,1,6.381500000000003,4.241500000000002
Ses01F_script03_2_M016,Ses01F_script03_2_M015,Ses01F_script03_2_F014,neu,fru,ang,1,2,1,6.720399999999998,6.720399999999998
Ses01F_script03_2_M018,Ses01F_script03_2_M017,Ses01F_script03_2_F016,neu,xxx,ang,2,1,1,6.4529,4.2029
Ses01F_script03_2_F030,Ses01F_script03_2_F029,Ses01F_script03_2_M029,neu,ang,ang,3,1,1,14.620000000000005,2.5001000000000033
Ses01F_script03_2_M032,Ses01F_script03_2_M031,Ses01F_script03_2_F033,ang,neu,xxx,2,1,1,6.6141999999999825,2.6022999999999854
Ses01M_impro01_F000,pad,pad,ang,pad,pad,None,None,1,None,None
Ses01M_impro01_M003,Ses01M_impro01_M002,Ses01M_impro01_F002,neu,fru,xxx,2,1,1,3.8900000000000006,3.1999999999999993
Ses01M_impro01_F007,Ses01M_impro01_F006,Ses01M_impro01_M007,ang,xxx,fru,2,1,1,3.740000000000002,1.5600000000000023
Ses01M_impro01_M010,Ses01M_impro01_M009,Ses01M_impro01_F009,neu,fru,xxx,2,1,1,7.380000000000003,2.1499999999999986
Ses01M_impro01_F011,Ses01M_impro01_F010,Ses01M_impro01_M011,ang,fru,fru,2,1,1,4.890000000000001,3.259999999999998
Ses01M_impro01_M020,Ses01M_impro01_M019,Ses01M_impro01_F018,ang,fru,xxx,2,1,1,3.030000000000001,1.6700000000000017
Ses01M_impro01_F024,Ses01M_impro01_F023,Ses01M_impro01_M027,neu,xxx,fru,2,1,1,3.769999999999982,2.1699999999999875
Ses01M_impro01_M030,Ses01M_impro01_M029,Ses01M_impro01_F026,ang,xxx,xxx,2,1,1,8.039999999999992,1.3925000000000125
Ses01M_impro02_M000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01M_impro02_M001,Ses01M_impro02_M000,Ses01M_impro02_F000,sad,neu,neu,2,1,1,9.201799999999999,5.686299999999999
Ses01M_impro02_M007,Ses01M_impro02_M006,Ses01M_impro02_F005,sad,fru,fru,1,2,1,2.469999999999999,2.469999999999999
Ses01M_impro02_M009,Ses01M_impro02_M008,Ses01M_impro02_F007,sad,xxx,fru,1,2,1,9.570000000000007,9.570000000000007
Ses01M_impro02_F019,Ses01M_impro02_F018,Ses01M_impro02_M024,sad,xxx,xxx,2,1,1,16.2175,3.207499999999982
Ses01M_impro02_M025,Ses01M_impro02_M024,Ses01M_impro02_F020,sad,xxx,xxx,3,1,1,16.039999999999992,4.640000000000015
Ses01M_impro03_M000,pad,pad,hap,pad,pad,None,None,1,None,None
Ses01M_impro03_F002,Ses01M_impro03_F001,Ses01M_impro03_M002,hap,sur,xxx,2,1,1,1.58,0.6699999999999999
Ses01M_impro03_M003,Ses01M_impro03_M002,Ses01M_impro03_F002,neu,xxx,hap,2,1,1,1.5600000000000005,0.8900000000000006
Ses01M_impro03_M006,Ses01M_impro03_M005,Ses01M_impro03_F005,neu,hap,hap,1,2,1,5.449999999999996,5.449999999999996
Ses01M_impro03_M014,Ses01M_impro03_M013,Ses01M_impro03_F012,neu,hap,hap,1,2,1,2.9125000000000085,2.9125000000000085
Ses01M_impro03_F017,Ses01M_impro03_F016,Ses01M_impro03_M017,neu,hap,hap,1,2,1,9.152500000000003,9.152500000000003
Ses01M_impro03_M019,Ses01M_impro03_M018,Ses01M_impro03_F018,hap,neu,neu,2,1,1,2.1400000000000006,0.7700000000000102
Ses01M_impro03_M021,Ses01M_impro03_M020,Ses01M_impro03_F020,neu,hap,hap,2,1,1,3.489999999999995,1.3599999999999994
Ses01M_impro03_F022,Ses01M_impro03_F021,Ses01M_impro03_M021,hap,neu,neu,1,2,1,4.099999999999994,4.099999999999994
Ses01M_impro04_F000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01M_impro04_F002,Ses01M_impro04_F001,Ses01M_impro04_M002,neu,xxx,fru,3,1,1,8.0232,2.0351999999999997
Ses01M_impro04_M014,Ses01M_impro04_M013,Ses01M_impro04_F012,ang,fru,neu,2,1,1,2.9200000000000017,1.3100000000000023
Ses01M_impro04_M018,Ses01M_impro04_M017,Ses01M_impro04_F016,ang,fru,neu,2,1,1,2.1100000000000136,0.960000000000008
Ses01M_impro04_M023,Ses01M_impro04_M022,Ses01M_impro04_F022,ang,fru,neu,2,1,1,7.599999999999994,6.050000000000011
Ses01M_impro04_F025,Ses01M_impro04_F024,Ses01M_impro04_M024,neu,fru,fru,2,1,1,4.0849999999999795,3.5024999999999977
Ses01M_impro05_F000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01M_impro05_M004,Ses01M_impro05_M003,Ses01M_impro05_F006,ang,xxx,neu,4,1,1,10.3323,1.0797999999999988
Ses01M_impro05_F011,Ses01M_impro05_F010,Ses01M_impro05_M008,neu,xxx,ang,2,1,1,4.825000000000003,2.835000000000001
Ses01M_impro05_M020,Ses01M_impro05_M019,Ses01M_impro05_F026,ang,xxx,neu,3,1,1,9.288799999999995,1.168799999999976
Ses01M_impro05_M031,Ses01M_impro05_M030,Ses01M_impro05_F037,ang,fru,xxx,1,2,1,2.0124999999999886,2.0124999999999886
Ses01M_impro06_F000,pad,pad,neu,pad,pad,None,None,1,None,None
Ses01M_impro06_M000,pad,Ses01M_impro06_F000,sad,pad,neu,None,1,1,None,2.367800000000001
Ses01M_impro06_F007,Ses01M_impro06_F006,Ses01M_impro06_M010,neu,sad,sad,3,1,1,10.75460000000001,3.503600000000006
Ses01M_impro07_M000,pad,pad,hap,pad,pad,None,None,1,None,None
Ses01M_impro07_F000,pad,Ses01M_impro07_M000,neu,pad,hap,None,1,1,None,4.9488
Ses01M_impro07_F010,Ses01M_impro07_F009,Ses01M_impro07_M008,neu,hap,hap,3,1,1,6.32,2.25
Ses01M_impro07_F012,Ses01M_impro07_F011,Ses01M_impro07_M010,neu,hap,hap,3,1,1,7.829999999999998,2.2416999999999945
Ses01M_impro07_F018,Ses01M_impro07_F017,Ses01M_impro07_M014,hap,xxx,xxx,2,1,1,9.969999999999999,5.042500000000004
Ses01M_impro07_F020,Ses01M_impro07_F019,Ses01M_impro07_M015,neu,xxx,xxx,1,2,1,4.650000000000006,4.650000000000006
Ses01M_impro07_F021,Ses01M_impro07_F020,Ses01M_impro07_M015,hap,neu,xxx,1,3,1,4.159999999999997,4.159999999999997
Ses01M_impro07_M020,Ses01M_impro07_M019,Ses01M_impro07_F024,neu,hap,hap,2,1,1,2.6399999999999864,1.9899999999999807
Ses01M_impro07_M026,Ses01M_impro07_M025,Ses01M_impro07_F028,neu,xxx,xxx,2,1,1,2.732500000000016,0.7300000000000182
Ses01M_impro07_M030,Ses01M_impro07_M029,Ses01M_impro07_F032,neu,xxx,xxx,2,1,1,6.439999999999998,1.1699999999999875
Ses01M_impro07_F033,Ses01M_impro07_F032,Ses01M_impro07_M030,hap,xxx,neu,2,1,1,1.6499999999999773,0.47999999999998977
Ses01M_script01_1_M000,pad,Ses01M_script01_1_F000,neu,pad,fru,None,1,1,None,3.4361999999999995
Ses01M_script01_1_M002,Ses01M_script01_1_M001,Ses01M_script01_1_F002,neu,xxx,sur,2,1,1,7.419999999999998,4.368499999999997
Ses01M_script01_1_M003,Ses01M_script01_1_M002,Ses01M_script01_1_F003,sad,neu,sur,2,1,1,9.32,3.6350999999999978
Ses01M_script01_1_F008,Ses01M_script01_1_F007,Ses01M_script01_1_M006,ang,fru,sad,2,1,1,5.109999999999992,1.4063999999999979
Ses01M_script01_1_F011,Ses01M_script01_1_F010,Ses01M_script01_1_M009,ang,sur,xxx,2,1,1,10.0959,7.652500000000003
Ses01M_script01_1_F014,Ses01M_script01_1_F013,Ses01M_script01_1_M012,ang,xxx,fru,2,1,1,4.0702,2.1499999999999915
Ses01M_script01_1_M017,Ses01M_script01_1_M016,Ses01M_script01_1_F018,neu,xxx,xxx,2,1,1,6.965000000000003,5.570000000000022
