center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur,cosine_similarity,kl_divergence,earth_mover_dist
Ses01F_impro03_M000,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses01F_impro03_F000,pad,Ses01F_impro03_M000,hap,pad,neu,None,1,0,None,1.6399999999999997,None,None,None
Ses01F_impro03_M001,Ses01F_impro03_M000,Ses01F_impro03_F000,neu,neu,hap,2,1,0,3.3599999999999994,1.7199999999999998,0.8227456,0.0836156,0.4939260259270668
Ses01F_impro03_F001,Ses01F_impro03_F000,Ses01F_impro03_M001,hap,hap,neu,2,1,0,3.05,1.33,0.82544225,0.21564868,0.2646181881427765
Ses01F_impro03_F002,Ses01F_impro03_F001,Ses01F_impro03_M001,hap,hap,neu,1,2,0,4.870000000000001,4.870000000000001,0.85368145,0.25899228,0.5452403128147125
Ses01F_impro03_F004,Ses01F_impro03_F002,Ses01F_impro03_M003,hap,hap,hap,2,1,0,8.95,6.82,0.8731027,0.19903314,0.5513092428445816
Ses01F_impro03_F005,Ses01F_impro03_F004,Ses01F_impro03_M003,hap,hap,hap,1,2,0,3.808399999999999,3.808399999999999,0.9867733,0.0031837616,0.3054887056350708
Ses01F_impro03_F006,Ses01F_impro03_F005,Ses01F_impro03_M003,hap,hap,hap,1,3,0,2.811600000000002,2.811600000000002,0.8650776,0.3445581,0.6822408586740494
Ses01F_impro03_F008,Ses01F_impro03_F006,Ses01F_impro03_M007,hap,hap,hap,3,1,0,11.749999999999996,2.4024999999999963,0.90096337,0.08367497,0.46666424721479416
Ses01F_impro03_F009,Ses01F_impro03_F008,Ses01F_impro03_M008,hap,hap,neu,2,1,0,2.720000000000006,0.75,0.9035389,0.19853684,0.6231720969080925
Ses01F_impro03_M009,Ses01F_impro03_M008,Ses01F_impro03_F009,neu,neu,hap,2,1,0,2.069999999999993,1.3199999999999932,0.986918,0.0046905363,0.1792965978384018
Ses01F_impro03_F010,Ses01F_impro03_F009,Ses01F_impro03_M009,hap,hap,neu,2,1,0,5.029999999999994,3.710000000000001,0.6490452,0.6285466,0.8606864232569933
Ses01F_impro03_M011,Ses01F_impro03_M009,Ses01F_impro03_F010,neu,neu,hap,2,1,0,8.760000000000005,5.050000000000004,0.8576298,0.076853395,0.4458903595805168
Ses01F_impro03_F012,Ses01F_impro03_F010,Ses01F_impro03_M011,hap,hap,neu,2,1,0,7.9950000000000045,2.9450000000000003,0.9337717,0.0961605,0.44878777489066124
Ses01F_impro03_F013,Ses01F_impro03_F012,Ses01F_impro03_M011,hap,hap,neu,1,2,0,4.864999999999995,4.864999999999995,0.88477015,0.04784477,0.4271693918853998
Ses01F_impro03_M014,Ses01F_impro03_M013,Ses01F_impro03_F013,hap,hap,hap,1,2,0,7.767499999999998,7.767499999999998,0.66047084,0.5108474,0.7937755193561316
Ses01F_impro03_F015,Ses01F_impro03_F013,Ses01F_impro03_M014,hap,hap,hap,3,1,0,13.537500000000001,0.8575000000000017,0.89778626,0.14598851,0.39317183196544647
Ses01F_impro03_M015,Ses01F_impro03_M014,Ses01F_impro03_F015,hap,hap,hap,2,1,0,4.909999999999997,4.052499999999995,0.76142126,0.18629786,0.46820621378719807
Ses01F_impro03_F016,Ses01F_impro03_F015,Ses01F_impro03_M015,hap,hap,hap,2,1,0,4.767499999999998,0.7150000000000034,0.9781406,0.010818273,0.13646037876605988
Ses01F_impro03_F018,Ses01F_impro03_F017,Ses01F_impro03_M016,neu,neu,neu,1,2,0,3.0024999999999977,3.0024999999999977,0.73180175,0.08777639,0.29883107729256153
Ses01F_impro03_F019,Ses01F_impro03_F018,Ses01F_impro03_M016,neu,neu,neu,1,3,0,2.980000000000004,2.980000000000004,0.6429452,0.21738516,0.5870058815926313
Ses01F_impro03_M019,Ses01F_impro03_M016,Ses01F_impro03_F019,neu,neu,neu,4,1,0,8.402500000000003,1.0400000000000063,0.6627238,0.38438526,0.48858094215393066
Ses01F_impro03_M020,Ses01F_impro03_M019,Ses01F_impro03_F021,neu,neu,hap,2,1,0,7.909999999999997,4.280000000000001,0.11897151,0.48364946,0.2817368358373642
Ses01F_impro03_M021,Ses01F_impro03_M020,Ses01F_impro03_F022,neu,neu,neu,2,1,0,4.640000000000001,1.8924999999999983,0.21129882,0.35956046,0.5971890445798635
Ses01F_impro03_F023,Ses01F_impro03_F022,Ses01F_impro03_M021,neu,neu,neu,2,1,0,2.842500000000001,0.9500000000000028,0.4908833,0.3321691,0.441773422062397
Ses01F_impro03_M023,Ses01F_impro03_M022,Ses01F_impro03_F024,hap,hap,hap,1,2,0,2.4199999999999875,2.4199999999999875,0.13495664,0.552417,0.8864480145275593
Ses01F_impro03_F025,Ses01F_impro03_F024,Ses01F_impro03_M023,hap,hap,hap,3,1,0,6.450000000000003,2.5200000000000102,-0.8330504,1.4459379,0.5484338123351336
Ses01F_impro03_F026,Ses01F_impro03_F025,Ses01F_impro03_M023,hap,hap,hap,1,2,0,3.9599999999999937,3.9599999999999937,0.946412,0.028220475,0.33758332021534443
Ses01F_impro04_M000,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses01F_impro04_F000,pad,Ses01F_impro04_M000,neu,pad,neu,None,1,0,None,4.5037,None,None,None
Ses01F_impro04_M001,Ses01F_impro04_M000,Ses01F_impro04_F000,neu,neu,neu,2,1,0,7.718200000000001,3.214500000000001,0.92630494,0.026353795,0.14283116161823273
Ses01F_impro04_F001,Ses01F_impro04_F000,Ses01F_impro04_M001,neu,neu,neu,2,1,0,4.4993,1.2847999999999988,0.90711224,0.025665436,0.48202020674943924
Ses01F_impro04_M002,Ses01F_impro04_M001,Ses01F_impro04_F001,neu,neu,neu,2,1,0,5.18,3.895200000000001,0.8430047,0.10416357,0.4051888957619667
Ses01F_impro04_M003,Ses01F_impro04_M002,Ses01F_impro04_F001,neu,neu,neu,1,2,0,11.27,11.27,0.9732293,0.052390628,0.43545959144830704
Ses01F_impro04_M004,Ses01F_impro04_M003,Ses01F_impro04_F001,neu,neu,neu,1,3,0,3.969999999999999,3.969999999999999,0.903857,0.026207475,0.2394578978419304
Ses01F_impro04_M005,Ses01F_impro04_M004,Ses01F_impro04_F001,neu,neu,neu,1,4,0,6.309999999999999,6.309999999999999,0.45420223,0.5535944,0.7867562808096409
Ses01F_impro04_M006,Ses01F_impro04_M005,Ses01F_impro04_F001,neu,neu,neu,1,5,0,3.3500000000000014,3.3500000000000014,0.94441134,0.08563466,0.38014113903045654
Ses01F_impro04_F005,Ses01F_impro04_F001,Ses01F_impro04_M006,neu,neu,neu,6,1,0,31.605200000000004,2.8100000000000023,0.76842856,0.19482845,0.5662226602435112
Ses01F_impro04_F006,Ses01F_impro04_F005,Ses01F_impro04_M006,neu,neu,neu,1,2,0,2.923499999999997,2.923499999999997,-0.15104236,0.8539656,0.44867195188999176
Ses01F_impro04_M007,Ses01F_impro04_M006,Ses01F_impro04_F006,neu,neu,neu,3,1,0,8.850000000000001,3.116500000000002,0.81355554,0.043939807,0.3196335807442665
Ses01F_impro04_M008,Ses01F_impro04_M007,Ses01F_impro04_F006,neu,neu,neu,1,2,0,5.82,5.82,0.74748194,0.30670828,0.7201871741563082
Ses01F_impro04_M009,Ses01F_impro04_M008,Ses01F_impro04_F006,neu,neu,neu,1,3,0,1.1400000000000006,1.1400000000000006,0.47309914,0.26679912,0.3897415939718485
Ses01F_impro04_F009,Ses01F_impro04_F006,Ses01F_impro04_M009,neu,neu,neu,4,1,0,12.436500000000002,2.3599999999999994,-0.008945584,1.4049515,1.1407261714339256
Ses01F_impro04_M010,Ses01F_impro04_M009,Ses01F_impro04_F009,neu,neu,neu,2,1,0,3.4499999999999957,1.0899999999999963,0.73232853,0.23031911,0.3117615506052971
Ses01F_impro04_M011,Ses01F_impro04_M010,Ses01F_impro04_F009,neu,neu,neu,1,2,0,6.170000000000002,6.170000000000002,0.54421747,0.4959737,0.8845873326063156
Ses01F_impro04_M012,Ses01F_impro04_M011,Ses01F_impro04_F009,neu,neu,neu,1,3,0,4.409999999999997,4.409999999999997,0.6568604,0.46393883,0.9588001668453217
Ses01F_impro04_M013,Ses01F_impro04_M012,Ses01F_impro04_F009,neu,neu,neu,1,4,0,3.3673,3.3673,0.86650586,0.0932145,0.5038849040865898
Ses01F_impro04_F013,Ses01F_impro04_F009,Ses01F_impro04_M013,neu,neu,neu,5,1,0,17.779999999999994,2.7426999999999992,0.15616257,1.2817234,1.211891420185566
Ses01F_impro04_M014,Ses01F_impro04_M013,Ses01F_impro04_F013,neu,neu,neu,2,1,0,6.396200000000007,3.653500000000008,0.75897354,0.09207744,0.22908230870962143
Ses01F_impro04_F014,Ses01F_impro04_F013,Ses01F_impro04_M014,neu,neu,neu,2,1,0,9.0,5.346499999999992,0.45518595,0.49235916,0.8140850588679314
Ses01F_impro04_M015,Ses01F_impro04_M014,Ses01F_impro04_F014,neu,neu,neu,2,1,0,12.226500000000001,6.88000000000001,0.96166897,0.019521272,0.280305452644825
Ses01F_impro04_M016,Ses01F_impro04_M015,Ses01F_impro04_F014,neu,neu,neu,1,2,0,8.114999999999995,8.114999999999995,0.87908834,0.11397353,0.4644504114985466
Ses01F_impro04_M017,Ses01F_impro04_M016,Ses01F_impro04_F014,neu,neu,neu,1,3,0,4.484999999999999,4.484999999999999,0.9744369,0.00595906,0.1916709989309311
Ses01F_impro04_M018,Ses01F_impro04_M017,Ses01F_impro04_F014,neu,neu,neu,1,4,0,6.689999999999998,6.689999999999998,0.9765093,0.02771672,0.4260813444852829
Ses01F_impro04_M019,Ses01F_impro04_M018,Ses01F_impro04_F014,neu,neu,neu,1,5,0,6.799999999999997,6.799999999999997,0.99437654,0.007120751,0.22044795751571655
Ses01F_impro04_M020,Ses01F_impro04_M019,Ses01F_impro04_F014,neu,neu,neu,1,6,0,3.0400000000000063,3.0400000000000063,0.94303393,0.11814322,0.34630341827869415
Ses01F_impro04_M021,Ses01F_impro04_M020,Ses01F_impro04_F014,neu,neu,neu,1,7,0,7.930000000000007,7.930000000000007,0.94765747,0.07216799,0.38428163528442383
Ses01F_impro04_M022,Ses01F_impro04_M021,Ses01F_impro04_F014,neu,neu,neu,1,8,0,10.091899999999981,10.091899999999981,0.84925973,0.17634326,0.5227830335497856
Ses01F_impro04_M023,Ses01F_impro04_M022,pad,neu,neu,pad,1,None,0,5.390600000000006,5.390600000000006,0.92357624,0.1133191,0.21322469413280487
Ses01F_impro04_M024,Ses01F_impro04_M023,pad,neu,neu,pad,1,None,0,6.927500000000009,6.927500000000009,0.96002764,0.053398445,0.2882353439927101
Ses01F_impro04_M025,Ses01F_impro04_M024,pad,neu,neu,pad,1,None,0,2.759999999999991,2.759999999999991,0.87640834,0.0691209,0.30730168521404266
Ses01F_impro04_M026,Ses01F_impro04_M025,pad,neu,neu,pad,1,None,0,4.349999999999994,4.349999999999994,-0.040067017,0.35553458,0.19439399987459183
Ses01F_impro04_M027,Ses01F_impro04_M026,pad,neu,neu,pad,1,None,0,3.170000000000016,3.170000000000016,0.70495534,0.08642872,0.21747366897761822
Ses01F_impro04_M028,Ses01F_impro04_M027,pad,neu,neu,pad,1,None,0,3.3499999999999943,3.3499999999999943,0.5246738,0.06827389,0.10151597112417221
Ses01F_impro04_F028,pad,Ses01F_impro04_M028,ang,pad,neu,None,1,0,None,5.360000000000014,None,None,None
Ses01F_impro04_F029,Ses01F_impro04_F028,Ses01F_impro04_M028,ang,ang,neu,1,2,0,4.439999999999998,4.439999999999998,0.84664416,0.22220477,0.794518232345581
Ses01F_impro04_M031,Ses01F_impro04_M028,Ses01F_impro04_F029,neu,neu,ang,3,1,0,12.533299999999997,2.7332999999999856,0.41138473,0.34933114,0.6692200060933828
Ses01F_impro04_F030,Ses01F_impro04_F029,Ses01F_impro04_M031,ang,ang,neu,2,1,0,5.032499999999999,2.2992000000000132,0.9227941,0.18565121,0.3139135558158159
Ses01F_impro04_M032,Ses01F_impro04_M031,Ses01F_impro04_F030,neu,neu,ang,2,1,0,4.816699999999997,2.517499999999984,0.5216354,0.4321223,0.5071317330002785
Ses01F_impro04_F031,Ses01F_impro04_F030,Ses01F_impro04_M032,ang,ang,neu,2,1,0,4.16749999999999,1.6500000000000057,0.55474275,0.45368496,0.3450725097209215
Ses01F_impro04_F032,Ses01F_impro04_F031,Ses01F_impro04_M032,ang,ang,neu,1,2,0,4.650000000000006,4.650000000000006,0.45638457,0.2871918,0.5649596843868494
Ses01F_impro04_F033,Ses01F_impro04_F032,Ses01F_impro04_M032,ang,ang,neu,1,3,0,4.467500000000001,4.467500000000001,0.21966475,0.35867736,0.5047726687043905
Ses01F_impro05_M000,pad,pad,neu,pad,pad,None,None,0,None,None,None,None,None
Ses01F_impro05_M002,Ses01F_impro05_M001,pad,hap,hap,pad,1,None,0,1.3899999999999997,1.3899999999999997,0.8737223,0.22150688,0.5513201430439949
Ses01F_impro05_M004,Ses01F_impro05_M003,pad,neu,neu,pad,1,None,0,3.9399999999999995,3.9399999999999995,0.90549487,0.0279259,0.31604161858558655
Ses01F_impro05_M005,Ses01F_impro05_M004,pad,neu,neu,pad,1,None,0,9.58,9.58,0.9092097,0.11613178,0.40747492760419846
Ses01F_impro05_M006,Ses01F_impro05_M005,pad,neu,neu,pad,1,None,0,4.149999999999999,4.149999999999999,0.6445575,0.2037445,0.5583417657762766
Ses01F_impro05_M007,Ses01F_impro05_M006,pad,neu,neu,pad,1,None,0,2.3000000000000007,2.3000000000000007,0.7745268,0.19597888,0.9674119334667921
Ses01F_impro05_F008,pad,Ses01F_impro05_M007,ang,pad,neu,None,1,0,None,5.490000000000002,None,None,None
Ses01F_impro05_M008,Ses01F_impro05_M007,Ses01F_impro05_F008,neu,neu,ang,2,1,0,6.410000000000004,0.9200000000000017,0.96227777,0.04251936,0.3165154531598091
Ses01F_impro05_F009,Ses01F_impro05_F008,Ses01F_impro05_M008,ang,ang,neu,2,1,0,2.9299999999999997,2.009999999999998,0.61162806,0.76991606,0.34199318289756775
Ses01F_impro05_M009,Ses01F_impro05_M008,Ses01F_impro05_F009,neu,neu,ang,2,1,0,2.2099999999999937,0.19999999999999574,0.76390636,0.32230413,0.7294725850224495
Ses01F_impro05_M010,Ses01F_impro05_M009,Ses01F_impro05_F009,neu,neu,ang,1,2,0,6.950000000000003,6.950000000000003,0.95052207,0.052283257,0.32100348360836506
Ses01F_impro05_M011,Ses01F_impro05_M010,Ses01F_impro05_F009,neu,neu,ang,1,3,0,6.109999999999999,6.109999999999999,0.5814779,0.14945759,0.7415464092046022
Ses01F_impro05_M012,Ses01F_impro05_M011,Ses01F_impro05_F009,neu,neu,ang,1,4,0,20.409999999999997,20.409999999999997,0.9176927,0.24350289,0.2965920567512512
Ses01F_impro05_M013,Ses01F_impro05_M012,Ses01F_impro05_F009,neu,neu,ang,1,5,0,3.1700000000000017,3.1700000000000017,0.27356595,1.0410359,0.5901950895786285
Ses01F_impro05_F011,Ses01F_impro05_F009,Ses01F_impro05_M013,ang,ang,neu,6,1,0,37.160000000000004,0.3200000000000074,0.90507185,0.19837862,0.6050376445055008
Ses01F_impro05_M014,Ses01F_impro05_M013,Ses01F_impro05_F011,neu,neu,ang,2,1,0,1.480000000000004,1.1599999999999966,0.69462824,0.2642577,0.5419461578130722
Ses01F_impro05_F012,Ses01F_impro05_F011,Ses01F_impro05_M014,ang,ang,neu,2,1,0,1.7399999999999949,0.5799999999999983,0.077291355,1.9646101,0.5120045691728592
Ses01F_impro05_M015,Ses01F_impro05_M014,Ses01F_impro05_F012,neu,neu,ang,2,1,0,5.189999999999998,4.609999999999999,0.49436674,0.705491,0.5072653740644455
Ses01F_impro05_M016,Ses01F_impro05_M015,Ses01F_impro05_F012,neu,neu,ang,1,2,0,5.5,5.5,0.13664326,0.8888443,0.29551070369780064
Ses01F_impro05_M017,Ses01F_impro05_M016,Ses01F_impro05_F012,neu,neu,ang,1,3,0,8.284999999999997,8.284999999999997,0.9178866,0.039139688,0.4294081125408411
Ses01F_impro05_F014,Ses01F_impro05_F012,Ses01F_impro05_M017,ang,ang,neu,4,1,0,23.909999999999997,5.515000000000001,0.06977169,2.0715127,0.48276129364967346
Ses01F_impro05_F015,Ses01F_impro05_F014,Ses01F_impro05_M017,ang,ang,neu,1,2,0,3.4849999999999994,3.4849999999999994,0.9549327,0.096873194,0.6431407928466797
Ses01F_impro05_M019,Ses01F_impro05_M017,Ses01F_impro05_F015,neu,neu,ang,3,1,0,17.275000000000006,8.275000000000006,0.33216396,0.40803862,0.642013605684042
Ses01F_impro05_M020,Ses01F_impro05_M019,Ses01F_impro05_F015,neu,neu,ang,1,2,0,6.760000000000005,6.760000000000005,0.7197293,0.24055478,0.7567881606519222
Ses01F_impro05_F016,Ses01F_impro05_F015,Ses01F_impro05_M020,ang,ang,neu,3,1,0,15.525000000000006,0.4899999999999949,0.7734975,0.9955484,0.8053178936243057
Ses01F_impro05_F017,Ses01F_impro05_F016,Ses01F_impro05_M020,ang,ang,neu,1,2,0,8.954999999999998,8.954999999999998,0.96633875,0.13437927,0.4062422662973404
Ses01F_impro05_M022,Ses01F_impro05_M020,Ses01F_impro05_F017,neu,neu,ang,3,1,0,12.980000000000004,3.535000000000011,0.61214256,0.5907887,0.5954761803150177
Ses01F_impro05_M023,Ses01F_impro05_M022,Ses01F_impro05_F017,neu,neu,ang,1,2,0,5.1699999999999875,5.1699999999999875,0.70714873,0.34524626,0.5317132975906134
Ses01F_impro05_F018,Ses01F_impro05_F017,Ses01F_impro05_M023,ang,ang,neu,3,1,0,10.230000000000004,1.5250000000000057,0.95047957,0.12955539,0.6145102307200432
Ses01F_impro05_F019,Ses01F_impro05_F018,Ses01F_impro05_M023,ang,ang,neu,1,2,0,2.509999999999991,2.509999999999991,0.85851705,0.2184804,0.2686373796314001
Ses01F_impro05_M024,Ses01F_impro05_M023,Ses01F_impro05_F019,neu,neu,ang,3,1,0,8.659999999999997,4.625,0.92070544,0.06855087,0.19986442290246487
Ses01F_impro05_F020,Ses01F_impro05_F019,Ses01F_impro05_M024,ang,ang,neu,2,1,0,9.140000000000015,4.515000000000015,0.77836996,0.25142774,0.750796927139163
Ses01F_impro05_M025,Ses01F_impro05_M024,Ses01F_impro05_F020,neu,neu,ang,2,1,0,6.485000000000014,1.9699999999999989,0.5560913,0.37911114,0.4639683663845062
Ses01F_impro05_M026,Ses01F_impro05_M025,Ses01F_impro05_F020,neu,neu,ang,1,2,0,1.4975000000000023,1.4975000000000023,0.95221287,0.055586815,0.3793814852833748
Ses01F_impro05_F021,Ses01F_impro05_F020,Ses01F_impro05_M026,ang,ang,neu,3,1,0,6.234999999999985,2.767499999999984,0.93473077,0.04293063,0.37178918719291687
Ses01F_impro05_M027,Ses01F_impro05_M026,Ses01F_impro05_F021,neu,neu,ang,2,1,0,6.827499999999986,4.060000000000002,0.9160811,0.19627115,0.15050549805164337
Ses01F_impro05_F022,Ses01F_impro05_F021,Ses01F_impro05_M027,ang,ang,neu,2,1,0,4.810000000000002,0.75,0.9995823,0.0340835,0.3801880180835724
Ses01F_impro05_M028,Ses01F_impro05_M027,Ses01F_impro05_F022,neu,neu,ang,2,1,0,3.5900000000000034,2.8400000000000034,0.72454876,0.4710409,0.5181797128170729
Ses01F_impro05_F023,Ses01F_impro05_F022,Ses01F_impro05_M028,ang,ang,neu,2,1,0,3.469999999999999,0.6299999999999955,0.96876895,0.0143005755,0.271854043006897
Ses01F_impro05_F024,Ses01F_impro05_F023,Ses01F_impro05_M028,ang,ang,neu,1,2,0,2.450000000000017,2.450000000000017,0.755118,0.696774,0.7582562565803528
Ses01F_impro05_M029,Ses01F_impro05_M028,Ses01F_impro05_F024,neu,neu,ang,3,1,0,3.9000000000000057,0.8199999999999932,0.08588197,1.4129612,0.11433668248355389
Ses01F_impro05_F025,Ses01F_impro05_F024,Ses01F_impro05_M029,ang,ang,neu,2,1,0,4.759999999999991,3.9399999999999977,0.7562175,0.47952828,0.9179992750287056
Ses01F_impro05_M030,Ses01F_impro05_M029,Ses01F_impro05_F025,neu,neu,ang,2,1,0,6.582499999999982,2.642499999999984,0.82563496,0.25577438,0.4538472667336464
Ses01F_impro05_F026,Ses01F_impro05_F025,Ses01F_impro05_M030,ang,ang,neu,2,1,0,6.512499999999989,3.8700000000000045,0.973925,0.33761626,0.9566001817584038
Ses01F_impro05_M031,Ses01F_impro05_M030,Ses01F_impro05_F026,neu,neu,ang,2,1,0,4.857500000000016,0.9875000000000114,0.95846367,0.09265828,0.5020332038402557
Ses01F_impro05_F028,Ses01F_impro05_F026,Ses01F_impro05_M031,ang,ang,neu,2,1,0,11.177500000000009,10.189999999999998,0.17940024,0.5153165,0.1314820647239685
Ses01F_impro05_F029,Ses01F_impro05_F028,Ses01F_impro05_M031,ang,ang,neu,1,2,0,6.599999999999994,6.599999999999994,0.72192425,0.204532,0.4090904761105776
Ses01F_impro05_M034,Ses01F_impro05_M031,Ses01F_impro05_F029,neu,neu,ang,3,1,0,20.069999999999993,3.280000000000001,0.9821704,0.1267255,0.5321737825870514
Ses01F_impro05_F030,Ses01F_impro05_F029,Ses01F_impro05_M034,ang,ang,neu,2,1,0,7.480000000000018,4.200000000000017,0.8390244,0.1837323,0.29473872669041157
Ses01F_impro05_M035,Ses01F_impro05_M034,Ses01F_impro05_F030,neu,neu,ang,2,1,0,6.969999999999999,2.769999999999982,0.9598398,0.03130445,0.3979038204997778
Ses01F_impro06_M000,pad,pad,sad,pad,pad,None,None,0,None,None,None,None,None
Ses01F_impro06_M002,Ses01F_impro06_M001,pad,neu,neu,pad,1,None,0,6.630000000000003,6.630000000000003,0.8484651,0.100725755,0.3233242332935333
Ses01F_impro06_F002,pad,Ses01F_impro06_M002,sad,pad,neu,None,1,0,None,0.9499999999999993,None,None,None
Ses01F_impro06_F004,Ses01F_impro06_F003,Ses01F_impro06_M003,neu,neu,sad,1,2,0,1.6199999999999974,1.6199999999999974,0.9682229,0.017636169,0.2659451439976692
Ses01F_impro06_F006,Ses01F_impro06_F005,Ses01F_impro06_M003,sad,sad,sad,1,4,0,7.737500000000004,7.737500000000004,0.957891,0.03630723,0.3365512415766716
Ses01F_impro06_F007,Ses01F_impro06_F006,Ses01F_impro06_M004,sad,sad,neu,2,1,0,12.112499999999997,3.282499999999999,0.97106516,0.032011576,0.3977990075945854
Ses01F_impro06_F008,Ses01F_impro06_F007,Ses01F_impro06_M004,sad,sad,neu,1,2,0,10.767499999999998,10.767499999999998,0.9542527,0.02236072,0.2838436271995306
Ses01F_impro06_M005,Ses01F_impro06_M004,Ses01F_impro06_F009,neu,neu,neu,4,1,0,30.789999999999992,6.799999999999997,0.8541497,0.094826095,0.2867061570286751
Ses01F_impro06_F011,Ses01F_impro06_F010,Ses01F_impro06_M005,sad,sad,neu,1,2,0,14.0,14.0,0.7348801,0.21737926,0.49786090664565563
Ses01F_impro06_M006,Ses01F_impro06_M005,Ses01F_impro06_F011,neu,neu,sad,3,1,0,20.820000000000007,5.950000000000003,0.9706487,0.020890228,0.26739701628685
Ses01F_impro06_F012,Ses01F_impro06_F011,Ses01F_impro06_M006,sad,sad,neu,2,1,0,15.239999999999995,9.289999999999992,0.49308118,0.33868906,0.2761312574148178
Ses01F_impro06_F013,Ses01F_impro06_F012,Ses01F_impro06_M007,sad,sad,sad,2,1,0,15.887500000000017,7.487500000000011,0.8517432,0.064784616,0.3157993257045746
Ses01F_impro06_F014,Ses01F_impro06_F013,Ses01F_impro06_M008,sad,sad,neu,2,1,0,3.0024999999999977,1.5600000000000023,0.32393172,0.489556,0.21530231647193432
Ses01F_impro06_M009,Ses01F_impro06_M008,Ses01F_impro06_F014,neu,neu,sad,2,1,0,2.6899999999999977,1.1299999999999955,0.8973652,0.03435737,0.4279084037989378
Ses01F_impro06_F015,Ses01F_impro06_F014,Ses01F_impro06_M009,sad,sad,neu,2,1,0,2.1084999999999923,0.9784999999999968,0.97650313,0.06649244,0.2824954688549042
Ses01F_impro06_M010,Ses01F_impro06_M009,Ses01F_impro06_F016,neu,neu,neu,3,1,0,7.0,2.25,0.57259834,0.4393953,0.602045901119709
