center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,cosine_similarity,kl_divergence,earth_mover_dist
Ses01F_impro04_F014,Ses01F_impro04_F013,Ses01F_impro04_M014,neu,neu,neu,2,1,0,-0.16775023937225342,0.6614534854888916,0.9841508660465479
Ses01F_impro04_M015,Ses01F_impro04_M014,Ses01F_impro04_F014,neu,neu,neu,2,1,0,0.8287951946258545,0.12519152462482452,0.6169292237609625
Ses01F_impro04_M016,Ses01F_impro04_M015,Ses01F_impro04_F014,neu,neu,neu,1,2,0,0.9619931578636169,0.02341669425368309,0.28417201153934
Ses01F_impro04_M017,Ses01F_impro04_M016,Ses01F_impro04_F014,neu,neu,neu,1,3,0,0.9109347462654114,0.03193994238972664,0.22263387590646744
Ses01F_impro04_M018,Ses01F_impro04_M017,Ses01F_impro04_F014,neu,neu,neu,1,4,0,0.3810366988182068,0.7026776075363159,0.7918995171785355
Ses01F_impro04_M019,Ses01F_impro04_M018,Ses01F_impro04_F014,neu,neu,neu,1,5,0,0.9761741161346436,0.009336989372968674,0.19160501658916473
Ses01F_impro04_M020,Ses01F_impro04_M019,Ses01F_impro04_F014,neu,neu,neu,1,6,0,0.8035818934440613,0.36351728439331055,0.5193484351038933
Ses01F_impro04_M021,Ses01F_impro04_M020,Ses01F_impro04_F014,neu,neu,neu,1,7,0,0.9672250747680664,0.01677285134792328,0.2195130605250597
Ses01F_impro04_M022,Ses01F_impro04_M021,Ses01F_impro04_F014,neu,neu,neu,1,8,0,0.7078995704650879,0.4052172601222992,0.696467200294137
Ses01F_impro04_M023,Ses01F_impro04_M022,pad,neu,neu,pad,1,None,0,0.7907580137252808,0.4372648596763611,0.6546701993793249
Ses01F_impro04_M024,Ses01F_impro04_M023,pad,neu,neu,pad,1,None,0,0.9209856390953064,0.3088515102863312,0.5725769679993391
Ses01F_impro04_M025,Ses01F_impro04_M024,pad,neu,neu,pad,1,None,0,0.8763591051101685,0.1946624517440796,0.49227920919656754
Ses01F_impro04_M026,Ses01F_impro04_M025,pad,neu,neu,pad,1,None,0,0.4372459948062897,0.8714648485183716,0.4499064013361931
Ses01F_impro04_M027,Ses01F_impro04_M026,pad,neu,neu,pad,1,None,0,0.7306246757507324,0.18851692974567413,0.49537933617830276
Ses01F_impro04_M028,Ses01F_impro04_M027,pad,neu,neu,pad,1,None,0,0.9297329187393188,0.1322142481803894,0.37582553923130035
Ses01F_impro04_F028,pad,Ses01F_impro04_M028,ang,pad,neu,None,1,0,1.0,0.0,0.0
Ses01F_impro04_F029,Ses01F_impro04_F028,Ses01F_impro04_M028,ang,ang,neu,1,2,0,0.35560399293899536,0.29512524604797363,0.7156017869710922
Ses01F_impro04_M031,Ses01F_impro04_M028,Ses01F_impro04_F029,neu,neu,ang,3,1,0,0.9152572154998779,0.1282411813735962,0.3382799457758665
Ses01F_impro04_F030,Ses01F_impro04_F029,Ses01F_impro04_M031,ang,ang,neu,2,1,0,0.6931811571121216,0.24444666504859924,0.6652963012456894
Ses01F_impro04_M032,Ses01F_impro04_M031,Ses01F_impro04_F030,neu,neu,ang,2,1,0,0.9940893650054932,0.027746722102165222,0.3043936099857092
Ses01F_impro04_F031,Ses01F_impro04_F030,Ses01F_impro04_M032,ang,ang,neu,2,1,0,-0.21049189567565918,0.48879921436309814,0.3695318475365639
Ses01F_impro04_F032,Ses01F_impro04_F031,Ses01F_impro04_M032,ang,ang,neu,1,2,0,0.4526935815811157,0.6562029719352722,0.8485438674688339
Ses01F_impro04_F033,Ses01F_impro04_F032,Ses01F_impro04_M032,ang,ang,neu,1,3,0,0.8224740624427795,0.39266639947891235,0.6343333721160889
Ses01F_impro05_M000,pad,pad,neu,pad,pad,None,None,0,1.0,0.0,0.0
Ses01F_impro05_M001,Ses01F_impro05_M000,pad,hap,neu,pad,1,None,1,0.9253937005996704,0.21453124284744263,0.4321585148572922
Ses01F_impro05_M002,Ses01F_impro05_M001,pad,hap,hap,pad,1,None,0,0.6613661050796509,0.48746415972709656,0.6598497927188873
Ses01F_impro05_M003,Ses01F_impro05_M002,pad,neu,hap,pad,1,None,1,0.9625102281570435,0.02027616836130619,0.18087340891361237
Ses01F_impro05_M004,Ses01F_impro05_M003,pad,neu,neu,pad,1,None,0,0.9950408935546875,0.008634844794869423,0.24304495751857758
Ses01F_impro05_M005,Ses01F_impro05_M004,pad,neu,neu,pad,1,None,0,0.8730483651161194,0.07502590864896774,0.42348653823137283
Ses01F_impro05_M006,Ses01F_impro05_M005,pad,neu,neu,pad,1,None,0,0.8740066885948181,0.11059081554412842,0.48689981549978256
Ses01F_impro05_M007,Ses01F_impro05_M006,pad,neu,neu,pad,1,None,0,0.822009801864624,0.11134523898363113,0.5240592956542969
Ses01F_impro05_F008,pad,Ses01F_impro05_M007,ang,pad,neu,None,1,0,1.0,0.0,0.0
Ses01F_impro05_M008,Ses01F_impro05_M007,Ses01F_impro05_F008,neu,neu,ang,2,1,0,0.9037280678749084,0.09717908501625061,0.1117854118347168
Ses01F_impro05_F009,Ses01F_impro05_F008,Ses01F_impro05_M008,ang,ang,neu,2,1,0,0.9649088382720947,0.0035058334469795227,0.1825397703796625
Ses01F_impro05_M009,Ses01F_impro05_M008,Ses01F_impro05_F009,neu,neu,ang,2,1,0,0.5542455315589905,0.30089902877807617,0.3766736090183258
Ses01F_impro05_M010,Ses01F_impro05_M009,Ses01F_impro05_F009,neu,neu,ang,1,2,0,0.9112027883529663,0.03147786855697632,0.261353999376297
Ses01F_impro05_M011,Ses01F_impro05_M010,Ses01F_impro05_F009,neu,neu,ang,1,3,0,0.8521683216094971,0.06634919345378876,0.29625585675239563
Ses01F_impro05_M012,Ses01F_impro05_M011,Ses01F_impro05_F009,neu,neu,ang,1,4,0,0.7315798997879028,0.2284124791622162,0.7188275810331106
Ses01F_impro05_M013,Ses01F_impro05_M012,Ses01F_impro05_F009,neu,neu,ang,1,5,0,0.848761260509491,0.11296150088310242,0.4499989505857229
Ses01F_impro05_F011,Ses01F_impro05_F009,Ses01F_impro05_M013,ang,ang,neu,6,1,0,-0.03161682188510895,0.45014315843582153,0.3460282552987337
Ses01F_impro05_M014,Ses01F_impro05_M013,Ses01F_impro05_F011,neu,neu,ang,2,1,0,0.9373355507850647,0.05652434751391411,0.293201070278883
Ses01F_impro05_F012,Ses01F_impro05_F011,Ses01F_impro05_M014,ang,ang,neu,2,1,0,-0.31975290179252625,0.8693603277206421,0.3218008950352669
Ses01F_impro05_M015,Ses01F_impro05_M014,Ses01F_impro05_F012,neu,neu,ang,2,1,0,0.9148530960083008,0.03844192624092102,0.3638111241161823
Ses01F_impro05_M016,Ses01F_impro05_M015,Ses01F_impro05_F012,neu,neu,ang,1,2,0,0.544435977935791,0.5038015246391296,0.7191966325044632
Ses01F_impro05_M017,Ses01F_impro05_M016,Ses01F_impro05_F012,neu,neu,ang,1,3,0,0.11724638938903809,0.39694979786872864,0.5630842596292496
Ses01F_impro05_F014,Ses01F_impro05_F012,Ses01F_impro05_M017,ang,ang,neu,4,1,0,-0.6192686557769775,1.5591143369674683,0.8967356774955988
Ses01F_impro05_F015,Ses01F_impro05_F014,Ses01F_impro05_M017,ang,ang,neu,1,2,0,0.7995408773422241,0.13247083127498627,0.906297268345952
Ses01F_impro05_M019,Ses01F_impro05_M017,Ses01F_impro05_F015,neu,neu,ang,3,1,0,0.6891089677810669,0.2074889838695526,0.3940185531973839
Ses01F_impro05_M020,Ses01F_impro05_M019,Ses01F_impro05_F015,neu,neu,ang,1,2,0,0.9294760823249817,0.13538746535778046,0.3913491815328598
Ses01F_impro05_F016,Ses01F_impro05_F015,Ses01F_impro05_M020,ang,ang,neu,3,1,0,0.8351340293884277,0.3557797372341156,0.7805970311164856
Ses01F_impro05_F017,Ses01F_impro05_F016,Ses01F_impro05_M020,ang,ang,neu,1,2,0,0.9470905065536499,0.20433880388736725,0.17970984429121017
Ses01F_impro05_M022,Ses01F_impro05_M020,Ses01F_impro05_F017,neu,neu,ang,3,1,0,0.22363270819187164,0.9421781301498413,0.5924800336360931
Ses01F_impro05_M023,Ses01F_impro05_M022,Ses01F_impro05_F017,neu,neu,ang,1,2,0,-0.19491136074066162,0.9839075803756714,0.6943188831210136
Ses01F_impro05_F018,Ses01F_impro05_F017,Ses01F_impro05_M023,ang,ang,neu,3,1,0,0.8620051145553589,0.3682074546813965,0.4781878963112831
Ses01F_impro05_F019,Ses01F_impro05_F018,Ses01F_impro05_M023,ang,ang,neu,1,2,0,0.9092744588851929,0.06648394465446472,0.46298111230134964
Ses01F_impro05_M024,Ses01F_impro05_M023,Ses01F_impro05_F019,neu,neu,ang,3,1,0,0.9077749252319336,0.19132007658481598,0.44105353206396103
Ses01F_impro05_F020,Ses01F_impro05_F019,Ses01F_impro05_M024,ang,ang,neu,2,1,0,0.9781319499015808,0.007088908925652504,0.17700595408678055
Ses01F_impro05_M025,Ses01F_impro05_M024,Ses01F_impro05_F020,neu,neu,ang,2,1,0,0.7337273955345154,0.3271636962890625,0.544392503798008
Ses01F_impro05_M026,Ses01F_impro05_M025,Ses01F_impro05_F020,neu,neu,ang,1,2,0,0.9510927200317383,0.08909669518470764,0.3665109947323799
Ses01F_impro05_F021,Ses01F_impro05_F020,Ses01F_impro05_M026,ang,ang,neu,3,1,0,0.9107597470283508,0.02689560130238533,0.1398509219288826
Ses01F_impro05_M027,Ses01F_impro05_M026,Ses01F_impro05_F021,neu,neu,ang,2,1,0,0.9850653409957886,0.04404159635305405,0.37978051602840424
Ses01F_impro05_F022,Ses01F_impro05_F021,Ses01F_impro05_M027,ang,ang,neu,2,1,0,0.944739818572998,0.03762068971991539,0.36162251234054565
Ses01F_impro05_M028,Ses01F_impro05_M027,Ses01F_impro05_F022,neu,neu,ang,2,1,0,0.6435571908950806,0.16832232475280762,0.5164512544870377
Ses01F_impro05_F023,Ses01F_impro05_F022,Ses01F_impro05_M028,ang,ang,neu,2,1,0,0.8556322455406189,0.06822815537452698,0.4748416841030121
Ses01F_impro05_F024,Ses01F_impro05_F023,Ses01F_impro05_M028,ang,ang,neu,1,2,0,0.9454357624053955,0.03737544268369675,0.3251708894968033
Ses01F_impro05_M029,Ses01F_impro05_M028,Ses01F_impro05_F024,neu,neu,ang,3,1,0,0.4063343405723572,0.952125072479248,0.6429565101861954
Ses01F_impro05_F025,Ses01F_impro05_F024,Ses01F_impro05_M029,ang,ang,neu,2,1,0,0.8477402925491333,0.047528695315122604,0.20196577161550522
Ses01F_impro05_M030,Ses01F_impro05_M029,Ses01F_impro05_F025,neu,neu,ang,2,1,0,0.46469300985336304,0.58528733253479,0.5222607180476189
Ses01F_impro05_F026,Ses01F_impro05_F025,Ses01F_impro05_M030,ang,ang,neu,2,1,0,0.6513707637786865,0.33338773250579834,0.3821242228150368
Ses01F_impro05_M031,Ses01F_impro05_M030,Ses01F_impro05_F026,neu,neu,ang,2,1,0,0.7733930349349976,0.11342186480760574,0.254799447953701
Ses01F_impro05_F028,Ses01F_impro05_F026,Ses01F_impro05_M031,ang,ang,neu,2,1,0,-0.10130603611469269,1.02150559425354,0.7208689749240875
Ses01F_impro05_F029,Ses01F_impro05_F028,Ses01F_impro05_M031,ang,ang,neu,1,2,0,0.9158483147621155,0.10840238630771637,0.4012839328497648
Ses01F_impro05_M034,Ses01F_impro05_M031,Ses01F_impro05_F029,neu,neu,ang,3,1,0,0.9446502923965454,0.0680532455444336,0.3514757938683033
Ses01F_impro05_F030,Ses01F_impro05_F029,Ses01F_impro05_M034,ang,ang,neu,2,1,0,0.6517170071601868,0.5654526352882385,0.750750107690692
Ses01F_impro05_M035,Ses01F_impro05_M034,Ses01F_impro05_F030,neu,neu,ang,2,1,0,0.7116395235061646,0.4271034896373749,0.6240002866834402
Ses01F_impro06_M000,pad,pad,sad,pad,pad,None,None,0,1.0,0.0,0.0
Ses01F_impro06_M001,Ses01F_impro06_M000,pad,neu,sad,pad,1,None,1,0.9817296266555786,0.036618463695049286,0.20220146514475346
Ses01F_impro06_M002,Ses01F_impro06_M001,pad,neu,neu,pad,1,None,0,0.9706238508224487,0.011773195117712021,0.2626156471669674
Ses01F_impro06_F002,pad,Ses01F_impro06_M002,sad,pad,neu,None,1,0,1.0,0.0,0.0
Ses01F_impro06_M003,Ses01F_impro06_M002,Ses01F_impro06_F002,sad,neu,sad,2,1,1,0.9968298077583313,0.03968079388141632,0.3223646506667137
Ses01F_impro06_F003,Ses01F_impro06_F002,Ses01F_impro06_M003,neu,sad,sad,2,1,1,0.8869247436523438,0.1737348735332489,0.413462745025754
Ses01F_impro06_F004,Ses01F_impro06_F003,Ses01F_impro06_M003,neu,neu,sad,1,2,0,0.9859926104545593,0.013073742389678955,0.1650527361780405
